 -0.11672292,  0.30790890, -0.07581035, -0.07926599, -0.01973397, -0.20342284, -0.12676222, -0.11666710,  0.04301940, -0.12702962,  0.07207493, -0.28808770, -0.25606964, -0.02086147, -0.04362419, -0.12694736,  0.24735190,  0.02685202,  0.03832807,  0.04960080, -0.23505589, -0.13556369,  0.01706564,  0.06330049, -0.21058887, -0.03794924,  0.03004881, -0.14201955, -0.10388977, -0.09430773, -0.00697220, -0.00705005,  0.00114579, -0.09392128, -0.07630286, -0.11427693, -0.06010693, -0.12822209,  0.01249467, -0.11390787, -0.14976821,  0.00623813, -0.12649134,  0.04000814, -0.04125483, -0.09259034, -0.03743221, -0.05788892, -0.08145165, -0.20161054, -0.07107920, -0.09456626, -0.07198835, -0.03439582, -0.06234561, -0.14638640, -0.01643216,  0.00053439, -0.19774993,  0.04464111, -0.20966655, -0.03314463,  0.03937880, -0.14743825, -0.06460052, -0.06978340, -0.08798915,  0.00506408, -0.10304872, -0.15839045, -0.07430968,  0.10383196
 -0.11666650,  0.27430377, -0.12790847, -0.08808914,  0.06186439, -0.24385048, -0.06959880, -0.04018992,  0.13612843,  0.05160870,  0.20667054, -0.18610124,  0.24064328, -0.00820384,  0.16072099, -0.08330293, -0.17624242,  0.12091816, -0.01149016,  0.15625516,  0.34719673,  0.03139048, -0.06782616, -0.04935644,  0.29767164,  0.04179296,  0.04800171,  0.13219899, -0.07439927,  0.10221798, -0.02145547,  0.02079230,  0.04479553,  0.13325266,  0.08609736,  0.05526639, -0.01947765,  0.02305645, -0.02659578,  0.04704662, -0.05950683,  0.00851544,  0.06114433, -0.06366414,  0.08735955, -0.01586767, -0.04432389,  0.01776576, -0.03590603, -0.01120936, -0.07712091, -0.00411754, -0.05835920,  0.07507303,  0.13728435, -0.07281332, -0.11024337,  0.07597394, -0.01000943, -0.09273359,  0.08275445, -0.13417506,  0.03195959,  0.07615238,  0.00501628, -0.10540798,  0.05230320,  0.05621762,  0.01774045, -0.14096159, -0.25735887,  0.21031007
 -0.11662308,  0.23502282, -0.17749423, -0.10614684,  0.14849026, -0.21481984, -0.10433223,  0.08808524,  0.16880836,  0.17051005, -0.03036497,  0.23964694,  0.25212232, -0.02042990, -0.03804410,  0.10310921, -0.04287303, -0.20505338, -0.00060390, -0.24124559, -0.14425017,  0.17483800,  0.11798531,  0.14346561, -0.27108349, -0.07087498, -0.04557586, -0.01650058,  0.03960280, -0.10798094,  0.02419469, -0.07514292,  0.04345474,  0.08851184,  0.11240523,  0.08701962,  0.00089958,  0.01844399,  0.06994347, -0.03403580,  0.00240918, -0.07834607,  0.05062318,  0.06900969, -0.06510971,  0.11886432, -0.00152321,  0.02073485,  0.03902403,  0.00014959, -0.04228236, -0.02453227, -0.01749534,  0.03529640,  0.02361665,  0.11719278, -0.04482776, -0.10401314,  0.12074692,  0.08327636, -0.09760652,  0.16207493, -0.08281839,  0.02113499, -0.14907022,  0.23606678,  0.01562936,  0.11595089, -0.06259077,  0.01971524, -0.24380679,  0.01028195
 -0.11659091,  0.19077314, -0.21957413, -0.12998624,  0.19736596, -0.12821816, -0.10853562,  0.09149473, -0.02262169, -0.05644222, -0.27533203,  0.28132764, -0.14987431,  0.06365737,  0.00196590,  0.01166419,  0.23423961,  0.06957044,  0.02038842,  0.13165154, -0.09890416, -0.13637440, -0.19988373, -0.19831750,  0.36084248,  0.02406410, -0.00199747,  0.02781212,  0.01446847,  0.13429007, -0.11643419,  0.10766237, -0.04550082,  0.13850430,  0.08291566,  0.15227643,  0.03261759,  0.05731191,  0.00695956, -0.00307251,  0.04510918,  0.10963624, -0.09145651,  0.02700477, -0.03990598,  0.00445587,  0.08937272,  0.03995276, -0.10192994,  0.06242446,  0.08033287,  0.08053609, -0.01071649,  0.06659477, -0.02938788,  0.06687921,  0.10927942, -0.08274052, -0.12270321,  0.15415453, -0.02076018,  0.10911957, -0.06174294, -0.06336968,  0.12062767,  0.11435493, -0.01046740, -0.07243107, -0.06661961,  0.08783999,  0.11708598,  0.01335127
 -0.11656990,  0.14250177, -0.25168069, -0.15927885,  0.18912080, -0.03682986,  0.01685242, -0.03562941, -0.20619397, -0.23150816, -0.01817781, -0.01881997, -0.22774828,  0.20898058,  0.03524796,  0.03340181, -0.23579775,  0.07546203, -0.00429120,  0.22029327,  0.16731607,  0.23294159,  0.13159548,  0.19952847, -0.24521845, -0.00582519, -0.05869791, -0.01306371,  0.06206185,  0.00826352,  0.19683721, -0.06362375,  0.04442690, -0.08247853,  0.08815243,  0.08073166,  0.15688936, -0.01892857,  0.00781490, -0.05412148,  0.04362957, -0.01132398,  0.09392257, -0.07475965, -0.02142423,  0.00442753, -0.03040534,  0.02383840,  0.00658935, -0.08788960,  0.11146497,  0.10572501,  0.05907374, -0.13838078,  0.07897970, -0.01755077,  0.05487377, -0.00402489, -0.05878157, -0.12973053,  0.19234061,  0.00099030, -0.08752366, -0.03658252,  0.07929539,  0.01373159,  0.07527395, -0.14635775, -0.02286022,  0.02602862,  0.13254318, -0.18072368
 -0.11656316,  0.09298396, -0.27640493, -0.17718617,  0.14337753,  0.05560712,  0.13474664, -0.10795667, -0.09426222,  0.00870889,  0.29321428, -0.14833015, -0.06862851, -0.04555474, -0.10364955,  0.14927290, -0.08900913, -0.24038548, -0.03643823, -0.27205647, -0.04167272, -0.16076410,  0.00861967, -0.17262610,  0.18341260, -0.05295329, -0.15876681, -0.14462737, -0.06578919, -0.15234927, -0.07278481,  0.09624948, -0.03437945, -0.06830188, -0.19265372,  0.08070425,  0.04277784,  0.11529057,  0.01972098,  0.03665816,  0.07700037, -0.06571643, -0.00172613,  0.03072194,  0.09513737, -0.02926103,  0.00319644,  0.01117478,  0.13392868,  0.01568901, -0.10085800,  0.09646503,  0.02649857, -0.00096347, -0.11424676, -0.00516217,  0.14007265,  0.01645696,  0.22080063, -0.12175214,  0.05060203,  0.05418902,  0.04922376, -0.06818540,  0.14564010, -0.01248720, -0.08042683,  0.07437597,  0.19239001, -0.11801315,  0.12634539, -0.03564437
 -0.11656958,  0.04391343, -0.29206039, -0.17204103,  0.06211628,  0.14279294,  0.14810371, -0.01618296,  0.10519772,  0.25690342,  0.02213446, -0.11258046,  0.07806457, -0.25154379, -0.04609578, -0.04863023,  0.29882063,  0.12496769,  0.03772746,  0.00605969,  0.06393627,  0.09751493, -0.06368733,  0.15230013, -0.07886824,  0.19507854,  0.18605165,  0.02992762,  0.02319217, -0.04020043, -0.07128999, -0.02471728,  0.03693142,  0.00967194,  0.06236606, -0.17878721,  0.13440736,  0.03221370,  0.11836677,  0.09909397,  0.10602796,  0.03529198, -0.06759635,  0.01645542, -0.06179544,  0.01279406,  0.01092883, -0.05669963,  0.00916218,  0.16804719,  0.03517577, -0.15971380,  0.23031659, -0.03834532,  0.09757818, -0.04700404, -0.06473960,  0.07604394,  0.02065864,  0.08598788, -0.12534019, -0.02343554,  0.06280940,  0.11268542,  0.06784740, -0.21140337,  0.08566446, -0.06072154,  0.07934999,  0.09830823,  0.12209492, -0.23687186
 -0.11658616, -0.00308367, -0.29542531, -0.13392045, -0.05445989,  0.21659828,  0.08806448,  0.09637239,  0.08402464,  0.04028072, -0.34142271, -0.03137341,  0.21105066,  0.04125427,  0.05278376, -0.17320832, -0.17548444,  0.16284999, -0.02598065,  0.09915878, -0.17003118, -0.04755259,  0.07544532, -0.19743889, -0.08542553, -0.12439778, -0.12456495, -0.14220736, -0.21322961, -0.04683208, -0.05996041, -0.07758877, -0.04032167, -0.13786607, -0.09469556, -0.09139914, -0.07384325,  0.18122327, -0.07136034,  0.07259978, -0.14423815, -0.02965856,  0.00090101, -0.08414411,  0.07638813, -0.03757539,  0.00691709, -0.01948936, -0.01180579, -0.00867396,  0.10279875, -0.09889915, -0.15253495,  0.06678260, -0.18637827,  0.07533398, -0.12272866,  0.08517360,  0.00029381, -0.01285457,  0.17178603, -0.20102959,  0.05032228,  0.00011579, -0.16507852,  0.01830115,  0.04458037,  0.04430734, -0.06203247,  0.07864590,  0.03034830, -0.01891939
 -0.11661376, -0.04590173, -0.28913359, -0.05804797, -0.16781969,  0.26767914, -0.01513530,  0.06937340, -0.04068520, -0.29615170, -0.09292206,  0.13238267,  0.07723979,  0.08882876, -0.00712591,  0.10612380, -0.20514148, -0.17129581, -0.05435693, -0.09476171,  0.00404047, -0.19871607, -0.03185530,  0.12027125,  0.02340119,  0.09900988,  0.26153406,  0.27108519,  0.13554222, -0.09894834, -0.16437133, -0.13521909, -0.07865319,  0.06517887, -0.03372398, -0.07829669, -0.15186046, -0.15659703,  0.09386353,  0.12906333,  0.11283425,  0.04252227, -0.04745533, -0.08341375, -0.13142203, -0.06324408, -0.08325063, -0.06973580, -0.02539037, -0.09636390, -0.13613065,  0.02925153, -0.07166708, -0.03990853,  0.09705489, -0.07680647, -0.06277995, -0.07995128, -0.08830653, -0.05956310, -0.11297626, -0.00439660, -0.05280673,  0.00959406, -0.04543495, -0.08845988, -0.13047278, -0.04965463, -0.01311162, -0.04278458, -0.01820736,  0.14050797
 -0.11665026, -0.08659881, -0.27207102,  0.01326087, -0.26156705,  0.17946296, -0.00829326,  0.02199164, -0.08675352, -0.14254220,  0.27727216,  0.14639356, -0.15149330, -0.05642552, -0.03879274,  0.06480138,  0.26389267, -0.04327038,  0.05785254, -0.08678015,  0.14663215,  0.14768123, -0.07816391, -0.09987134,  0.00436121, -0.13764597, -0.19802006, -0.04279583,  0.08242326,  0.30357678,  0.07190637, -0.10551977, -0.21128554, -0.11961691,  0.11757605,  0.02178685,  0.05677637, -0.02828356, -0.17148394, -0.03853347, -0.07822393,  0.11254992,  0.13279196,  0.05958937, -0.00051515,  0.00941032,  0.02940131,  0.01566921, -0.05015768,  0.09503307, -0.02099496, -0.14059740, -0.03256936, -0.11059901, -0.00239177,  0.15745945, -0.08401607,  0.12240065, -0.05954165, -0.01370159, -0.04030296,  0.00307345,  0.02611390,  0.00039089, -0.11958728,  0.01026602,  0.05951546,  0.12525193, -0.05893979, -0.00164721, -0.19499623,  0.07789151
