 -0.19757409, -0.35186183,  0.32672099, -0.26324952, -0.03743953,  0.41415221,  0.07095817,  0.03479500,  0.24106419, -0.09865059,  0.13165233, -0.03429145,  0.02844434, -0.02915703,  0.09713606, -0.19399939,  0.21282094, -0.03801226,  0.08855434, -0.06241256, -0.10702325,  0.16099619,  0.14173131,  0.02791995, -0.21557432, -0.09636840, -0.17910607, -0.12633971,  0.16719196,  0.12084916,  0.10259015,  0.15539971, -0.04289121, -0.13785452, -0.10249483, -0.04647108, -0.03985208,  0.01097494,  0.00629718,  0.05996068,  0.01409559,  0.05484884,  0.00568672,  0.05705241,  0.04826127,  0.03025005,  0.01661247,  0.01565493
 -0.20979110, -0.32356643,  0.25527507, -0.17124471, -0.02332256,  0.19745441,  0.05748212, -0.08004084, -0.02043653,  0.05409002, -0.05864560, -0.06171312,  0.06262102, -0.05906513, -0.09188046, -0.08148758, -0.08287252,  0.10610687, -0.12655548,  0.05670038, -0.10681388, -0.11642182, -0.25019840, -0.02200330,  0.00966910,  0.01126783,  0.19123511,  0.04419906, -0.13840576, -0.24290340, -0.18636924, -0.37305924,  0.06351665,  0.26438037,  0.27725400,  0.10780643,  0.06982656, -0.05204152, -0.01653527, -0.09765777, -0.02526963, -0.15830654,  0.00248953, -0.15817094, -0.10524130, -0.11509365, -0.04050479, -0.04191892
 -0.22072923, -0.29027020,  0.18177771, -0.07832899, -0.01582932, -0.02634967,  0.03735242, -0.12940804, -0.18184688,  0.09631309, -0.17093721, -0.02346911, -0.00814187,  0.04069954, -0.16223995,  0.07255171, -0.22514314, -0.04021841, -0.08797630, -0.12777236,  0.10334696, -0.20850025,  0.02940124, -0.18457441,  0.20076723,  0.20604733,  0.11814027,  0.11801382, -0.30164000, -0.03752245,  0.07189425,  0.25815933, -0.00808749, -0.15604342, -0.31702428, -0.10853656,  0.03086669,  0.07150674,  0.00164369,  0.05535100,  0.00420119,  0.19916985, -0.01166272,  0.16622341,  0.00744250,  0.20469433,  0.07511642,  0.04622604
 -0.23023328, -0.25236241,  0.10900169,  0.01248929, -0.01061635, -0.21003649,  0.01161065, -0.10487121, -0.22176564,  0.06110883, -0.15150487,  0.07464292, -0.06234121,  0.13202405, -0.03353547,  0.17069364, -0.00555843, -0.17111099,  0.15991194, -0.07412228,  0.13759734,  0.07761811,  0.26058820,  0.18433583,  0.16338214,  0.09855646, -0.05699634,  0.14716497,  0.21698516,  0.35896425,  0.09483238, -0.01764974,  0.01570751, -0.03185494,  0.33059745,  0.06903025, -0.07217061, -0.07299829,  0.01609525, -0.03668917,  0.02541009, -0.17719039, -0.04146269, -0.14236330,  0.16022624, -0.18000172, -0.09603923, -0.01806360
 -0.23817811, -0.21023526,  0.04090793,  0.09781714, -0.00863741, -0.30944889, -0.01124078, -0.03862916, -0.16593610,  0.00621283, -0.03337059,  0.14024258, -0.02063631,  0.08951775,  0.14110715,  0.10153880,  0.22352377,  0.01623003,  0.08629395,  0.18400858, -0.01952775,  0.10189307, -0.18306400,  0.32432312,  0.04445893, -0.14580247, -0.02836957, -0.09533701,  0.24266808, -0.15065907, -0.21521636, -0.05040357, -0.12452900,  0.19933523, -0.33122392,  0.00196255,  0.07283286,  0.09800830, -0.00724671,  0.01133768, -0.05547146,  0.14196267,  0.08613612,  0.20380063, -0.20292021,  0.03450628,  0.06108540, -0.02159786
 -0.24423780, -0.16547867, -0.02158989,  0.16894037, -0.01041962, -0.31292446, -0.02509940,  0.03660433, -0.05785400, -0.03024346,  0.10235497,  0.10042094,  0.06988638, -0.06646431,  0.16769722, -0.03753978,  0.05715830,  0.24560897, -0.14412433,  0.11552352, -0.00544202, -0.11663935, -0.23608865, -0.17002297, -0.05610730, -0.17905108, -0.22037112, -0.17875507, -0.06343436, -0.17646000,  0.22528981,  0.13187740,  0.19777853, -0.21189051,  0.13840492, -0.12270439, -0.25900520, -0.06458949,  0.02401775,  0.02308462,  0.10184840, -0.08609011, -0.02211864, -0.22582269,  0.18433066,  0.08710545, -0.04134334,  0.04630807
 -0.24808631, -0.12006383, -0.07859303,  0.21556795, -0.01659759, -0.23590363, -0.02594867,  0.09420541,  0.05809655, -0.04806834,  0.17482040, -0.04109381,  0.10622627, -0.17296098,  0.02502814, -0.11848230, -0.21578999,  0.09365227, -0.00599345, -0.11828630,  0.11238716, -0.00008210,  0.24164224, -0.29932283, -0.19122105, -0.21584673, -0.04068261, -0.03782306, -0.11096405,  0.22759840,  0.01488530, -0.18204125, -0.18258820, -0.01670040, -0.01051900,  0.23755669,  0.29868265, -0.04271883, -0.09137857,  0.01628634, -0.13731102,  0.04333491, -0.06777694,  0.12985090, -0.18787865, -0.14286879,  0.08220604, -0.06288060
 -0.24958547, -0.07553698, -0.12941604,  0.23074877, -0.02393424, -0.10746915, -0.01909448,  0.12403391,  0.14743416, -0.04789764,  0.14809273, -0.17554058,  0.02312854, -0.12375589, -0.13429519, -0.06499182, -0.11781123, -0.23221468,  0.17486792,  0.02985256, -0.00192751,  0.21998814,  0.17730382,  0.05312601, -0.20179500,  0.14000243,  0.32720123, -0.07106751, -0.04474280, -0.12853282, -0.26081705,  0.09906616,  0.12138422,  0.13817388,  0.10111730, -0.29217422, -0.02265636,  0.09040667,  0.13327085, -0.01019792,  0.14261734, -0.04932821,  0.09552534, -0.02159264,  0.13864332,  0.20630560, -0.09541267,  0.09645429
 -0.24870596, -0.03319583, -0.17327005,  0.21092851, -0.02771091,  0.03269882, -0.01433985,  0.13280666,  0.19149367, -0.03952208,  0.05124569, -0.18911082, -0.11628365,  0.03466725, -0.15750989,  0.06880486,  0.18525308, -0.20275876, -0.09289299,  0.18892475, -0.17804296,  0.07523573, -0.17013182,  0.06224000, -0.02674362,  0.42994506, -0.06945287,  0.12709440, -0.07190437, -0.11108354,  0.21296707, -0.02526921, -0.02263892, -0.16072490, -0.10161330,  0.28622733, -0.07806098, -0.06141820, -0.08890786, -0.09263377, -0.12318402,  0.12089878, -0.10741798, -0.00462378,  0.03304474, -0.23957481,  0.04327312, -0.12379308
 -0.24560605,  0.00650082, -0.20716082,  0.15892293, -0.02890017,  0.15154469, -0.01159744,  0.11647388,  0.17953839, -0.04504403, -0.05362165, -0.08557603, -0.17079328,  0.17446751, -0.02685952,  0.09158675,  0.19201594,  0.13844688, -0.29302841, -0.16406738, -0.12075154, -0.09796584, -0.07091289, -0.09813091,  0.13391653, -0.10122795, -0.12148917,  0.32681151,  0.02293611,  0.27644256, -0.01269946, -0.01683357, -0.10740155,  0.24815901,  0.01974397, -0.26096046, -0.02277155,  0.04958133,  0.00760128,  0.15257036,  0.12193326, -0.18908620,  0.10354507,  0.05989146, -0.15319722,  0.12213726, -0.03709711,  0.11563950
