 -0.13053672, -0.36203116,  0.07196080, -0.62073272, -0.14066391,  0.24856635, -0.21579387,  0.06954159,  0.04971414,  0.23659914, -0.19930914, -0.03813902, -0.04365124,  0.08985952, -0.02925249, -0.25146854, -0.05641756, -0.09593905,  0.02339020,  0.10506320, -0.11007467, -0.06599455, -0.02408862, -0.00402024,  0.01059153,  0.10225439, -0.05413672, -0.03970286, -0.03519089,  0.00385483,  0.06278093,  0.00956145, -0.01624148, -0.01614132,  0.00133483, -0.01368004, -0.00718588,  0.04396671, -0.11991592,  0.00432963, -0.06588997, -0.10848343, -0.06822324, -0.01626514, -0.05643522, -0.01421857, -0.02314211,  0.01576813,  0.05941266, -0.01777887, -0.01385157, -0.05878126, -0.09472721, -0.11825597,  0.08056744,  0.01309342, -0.10091971, -0.05992669,  0.01189536
 -0.13052667, -0.36836283,  0.12970375, -0.32681423, -0.14476016, -0.08521995,  0.00306147, -0.18380060,  0.04809153, -0.15025091,  0.19005745, -0.11868214,  0.04000019, -0.03413388, -0.14287222,  0.33816627, -0.13877485,  0.25503868, -0.01826452, -0.22573191,  0.07072567, -0.02234539,  0.02551652,  0.02503585,  0.01364043, -0.10205273,  0.18160833,  0.10035891,  0.04553351,  0.04624226, -0.02232845, -0.01922870, -0.04245456, -0.00401230, -0.01498919,  0.06214497,  0.00893542, -0.09749250,  0.17462993,  0.16582587,  0.03929099,  0.13273795,  0.11377173,  0.03361514,  0.09674495, -0.02340356,  0.02519819, -0.07782775, -0.11262358, -0.03376009, -0.05352237,  0.04448202,  0.08981611,  0.13835411, -0.26083254, -0.01296232,  0.10217981,  0.00098581,  0.00754403
 -0.13052117, -0.34301250,  0.17568919, -0.08210914,  0.00325938, -0.37977169,  0.20247709, -0.08287966, -0.01727451, -0.17901120,  0.26749236,  0.12294093,  0.00702896, -0.18824062,  0.09768979,  0.05213062,  0.19224699, -0.06484331, -0.05376198,  0.31984849, -0.02291171, -0.06996440, -0.03939832, -0.01559612,  0.02953660, -0.00476475, -0.21395056, -0.05325303,  0.03200913, -0.06713334, -0.04992068,  0.01485769,  0.00014141,  0.05302308,  0.04726587, -0.05208350, -0.05585437,  0.08636729,  0.08098585, -0.26384168, -0.05235580, -0.03018121, -0.07080186, -0.01845780, -0.05520608,  0.09223527,  0.02156625,  0.09422452, -0.02299959,  0.09034756,  0.01746348, -0.08365260, -0.04841660,  0.06560977,  0.28763112,  0.11186464, -0.04422066,  0.09990919, -0.05726393
 -0.13051823, -0.29554482,  0.20965075,  0.10203012,  0.20830941, -0.35059908,  0.15384964,  0.21075249, -0.03193127,  0.12653702, -0.14728109,  0.18253779, -0.06894984, -0.01171676,  0.19576116, -0.19708414,  0.04844152, -0.19904769,  0.17807615, -0.22505345, -0.06472351, -0.01305837,  0.07680641,  0.01448540, -0.00740173, -0.00582718,  0.13311355,  0.06417941, -0.17178258,  0.02425639,  0.07339005,  0.03276074,  0.00205878, -0.08650334, -0.05465602,  0.04890345,  0.15428266,  0.02737314, -0.10020682,  0.06440906,  0.20384247,  0.05788642,  0.07752329,  0.02590056,  0.06127398, -0.07979989, -0.11670255, -0.03238396,  0.10365464,  0.00433230, -0.03285879,  0.12253437,  0.12816762, -0.15362306, -0.18281465, -0.08972462,  0.12182028,  0.09064259, -0.00910212
 -0.13051652, -0.23455924,  0.23134396,  0.22213052,  0.31763404,  0.00225266, -0.10511725,  0.28616452,  0.01965965,  0.19346919, -0.25942849, -0.06445964, -0.00934225,  0.15580926, -0.01664122,  0.22113785, -0.16034771,  0.04938215, -0.15511266, -0.03014485,  0.23611526, -0.01469023, -0.07539534, -0.03253127, -0.01142773, -0.01884613, -0.04953660, -0.14762155,  0.22377090,  0.11331003, -0.14697413, -0.09716079,  0.00160443,  0.06976958,  0.05805373, -0.05684688, -0.06826609, -0.18562698, -0.05398358, -0.06338426, -0.09647318,  0.04089360, -0.04644577, -0.04188249, -0.06755404,  0.01640806,  0.14841448, -0.02491406, -0.10969662, -0.05659839,  0.08297904,  0.03169691, -0.09315735,  0.12207423,  0.14937410,  0.11580748,  0.13108843, -0.11787336,  0.02270745
 -0.13051443, -0.16482811,  0.24301029,  0.25451609,  0.22880923,  0.35102988, -0.26022096,  0.02003770,  0.06742817, -0.09203869,  0.13817471, -0.11291133,  0.15162158,  0.05439275, -0.04054116,  0.08086330,  0.02165489, -0.05447773, -0.11319170,  0.24955451, -0.06937082,  0.10619691,  0.06712163,  0.04511651,  0.10800752, -0.06474563,  0.07702479,  0.10327256, -0.14012817, -0.25726933,  0.13371337,  0.16440062,  0.02371186, -0.03456348, -0.08236467,  0.03831934, -0.05924167,  0.18428257,  0.00063056,  0.11101391,  0.03069585, -0.00202986,  0.14704530,  0.02047554,  0.16318410,  0.10644101, -0.14238075,  0.00505715, -0.03710168,  0.09967195,  0.18414366, -0.09880172,  0.11506525, -0.11537709, -0.03682729,  0.05251359, -0.04639235,  0.08550999, -0.09370786
 -0.13051208, -0.09049566,  0.24364851,  0.17499710,  0.01392210,  0.34145311, -0.13460461, -0.20703227,  0.02282500, -0.19040754,  0.19070069,  0.04908827,  0.11082669, -0.06432613,  0.03550299, -0.27642399,  0.15383819, -0.07933432,  0.02795530, -0.22517054, -0.12932937,  0.01513115,  0.01080276, -0.00744699, -0.13256729, -0.13005067, -0.07429204,  0.01750287,  0.00698866,  0.26586754, -0.16755604, -0.23362402,  0.03725944,  0.03599498,  0.10397891, -0.02471482,  0.11607219, -0.12686843,  0.14177592, -0.02606277,  0.04437438, -0.12261824, -0.13977729,  0.07020363, -0.13922015, -0.13465692, -0.07937602,  0.09345157,  0.05489359, -0.04728398, -0.00542879, -0.01382787, -0.10750260,  0.05696866,  0.05762809, -0.15815232,  0.18271154, -0.05784626,  0.03603964
 -0.13050629, -0.02755595,  0.23980987,  0.09582731, -0.14287905,  0.13123326,  0.07004488, -0.22997575, -0.03240082, -0.06745251, -0.09087689,  0.07665196, -0.00571645, -0.04005179,  0.01814010, -0.20406483,  0.05372035,  0.11918608,  0.10473198, -0.13482293,  0.36334017,  0.01764053,  0.06765188, -0.08922319, -0.07021493,  0.14565181, -0.14106367, -0.08371473,  0.15168034, -0.19588280,  0.03930515,  0.27810087,  0.07357017, -0.03776099, -0.14166055, -0.02042372, -0.13776994,  0.11168996, -0.06405174, -0.05581536, -0.05311541,  0.06798834, -0.00365375, -0.13094158, -0.13257637, -0.05783744,  0.22798144, -0.03869266,  0.04795731, -0.03065835,  0.14627312,  0.31077037,  0.04656372,  0.06721668, -0.12315040, -0.12611194, -0.21666536,  0.02401321, -0.02903671
 -0.13049636,  0.01920921,  0.23449271,  0.08936193, -0.16772443, -0.02247856,  0.16395405, -0.14928149, -0.04775026, -0.00386625, -0.20300641, -0.07692860, -0.07341752,  0.01128675, -0.05564956,  0.03746325,  0.02612754,  0.14046955,  0.15663080,  0.17158151,  0.12975011,  0.34395292, -0.19740302,  0.08785560, -0.03197085,  0.04186748,  0.17515554, -0.01333054, -0.21887858, -0.02500712,  0.05645538, -0.30893496,  0.00403339,  0.02625791,  0.14525566,  0.04792660,  0.11152063, -0.03423933, -0.11046627,  0.01568670,  0.00566656, -0.08653159, -0.02246281, -0.00254010,  0.19801776,  0.14810185,  0.05575677, -0.08849809,  0.15849194,  0.08356915,  0.01538153, -0.13910268,  0.01991384,  0.04767069,  0.10952030, -0.12360721, -0.14118954, -0.06607712,  0.33040602
 -0.13048405,  0.05886516,  0.22648374,  0.10632362, -0.12531073, -0.07839112,  0.16490918, -0.04171112, -0.03897457,  0.00116883, -0.05373080, -0.16024375, -0.09859434,  0.06407977, -0.07824854,  0.14933259, -0.07894577, -0.03605273,  0.03668788,  0.01318741, -0.40520808,  0.26174673,  0.07535459, -0.09200223,  0.07604305, -0.00862920, -0.05389850, -0.03465194,  0.16433804,  0.18353268, -0.04391958,  0.28032244, -0.01990563, -0.02004629, -0.09206251, -0.14991729, -0.13377571, -0.06374741, -0.07063573,  0.05854533, -0.07734059,  0.07538049, -0.07070953,  0.11829198, -0.09558407, -0.00274538, -0.07831229,  0.14932573,  0.00234958, -0.29617773, -0.16314329, -0.12332846,  0.13540154, -0.17789393,  0.03199242, -0.11861522, -0.16862436, -0.16799519, -0.07133470
 -0.13047088,  0.09539486,  0.21360794,  0.10974289, -0.07228842, -0.06384741,  0.10513278,  0.05938049, -0.03751245,  0.01505027,  0.09279098, -0.05958035, -0.11709337,  0.06213634, -0.07444201,  0.03402393, -0.04602721, -0.02372724, -0.27283393, -0.19368078, -0.19426393, -0.21192899,  0.05563161,  0.07701728, -0.18373643,  0.17392083, -0.07732108, -0.09172136, -0.03691525, -0.23976914,  0.23824924, -0.22441670,  0.00664689,  0.12537644, -0.00185356,  0.13819017,  0.00494397,  0.11611409, -0.06118100,  0.02519430, -0.10921335, -0.13587625,  0.04721823, -0.12087091, -0.05473263, -0.09720140, -0.08561389, -0.14207713, -0.17469738,  0.19860701, -0.24204490, -0.05149623, -0.18139637,  0.02879346, -0.10035163, -0.05048313, -0.12715437, -0.23072895, -0.12913943
