,Time,ElectricPower,Degree
0,0.017333333333333333,0.0,35.077
1,0.04666666666666666,0.00021366666666661205,35.077
2,0.07733333333333332,-0.0003206666666666913,35.077
3,0.10666666666666667,-0.0008490000000000442,35.077
4,0.13733333333333334,-0.0007035000000000236,35.078
5,0.168,-0.0008133333333333326,35.077
6,0.19733333333333333,-0.0008906666666667062,35.077
7,0.22933333333333333,-0.0010005000000000153,35.078
8,0.26,-0.0009380000000000499,35.076
9,0.2906666666666667,-0.0005996666666667205,35.078
10,0.32133333333333336,-0.000293833333333382,35.078
11,0.3506666666666666,-0.00026416666666667643,35.078
12,0.38,-0.0007243333333333268,35.077
13,0.412,-0.0007896666666666885,35.077
14,0.44266666666666665,-0.0007155000000000356,35.077
15,0.47333333333333333,-0.0007718333333333605,35.078
16,0.504,-0.000857833333333391,35.077
17,0.5333333333333333,-0.0008371666666666666,35.077
18,0.5640000000000001,-0.0007718333333333605,35.077
19,0.5946666666666667,-0.0006798333333333795,35.077
20,0.6266666666666667,-0.0007213333333333516,35.077
21,0.656,-0.0007658333333333545,35.077
22,0.6866666666666668,-0.0008965000000000223,35.078
23,0.7173333333333333,-0.001157666666666668,35.078
24,0.748,-0.0012468333333333637,35.077
25,0.7773333333333333,-0.001249833333333339,35.078
26,0.8079999999999999,-0.0012646666666666917,35.077
27,0.8386666666666667,-0.0013863333333333783,35.078
28,0.8693333333333333,-0.0014605000000000312,35.077
29,0.9,-0.0011993333333333855,35.077
30,0.9306666666666668,-0.0009143333333333503,35.077
31,0.9626666666666667,-0.000801500000000066,35.076
32,0.9920000000000001,-0.0007866666666666577,35.077
33,1.0253333333333334,-0.0010005000000000153,35.078
34,1.056,-0.0019385000000000652,35.079
35,1.0853333333333335,-0.0029863333333333686,35.077
36,1.1159999999999999,-0.004084666666666681,35.077
37,1.148,-0.00542050000000005,35.079
38,1.1786666666666668,-0.006901833333333385,35.078
39,1.2093333333333334,-0.00827033333333338,35.079
40,1.24,-0.009321166666666714,35.077
41,1.2693333333333332,-0.010211666666666674,35.079
42,1.3,-0.01090333333333332,35.079
43,1.332,-0.011372333333333373,35.077
44,1.3626666666666667,-0.011734500000000037,35.077
45,1.3933333333333333,-0.011719666666666684,35.078
46,1.424,-0.011752333333333365,35.078
47,1.4546666666666668,-0.012165000000000037,35.079
48,1.4853333333333334,-0.012933833333333367,35.077
49,1.5173333333333334,-0.012996166666666642,35.079
50,1.5479999999999998,-0.012919000000000014,35.077
51,1.5786666666666667,-0.012758666666666696,35.078
52,1.6093333333333333,-0.012806166666666674,35.078
53,1.6413333333333333,-0.012794333333333352,35.077
54,1.6706666666666665,-0.01229266666666673,35.077
55,1.7013333333333334,-0.011850333333333352,35.076
56,1.732,-0.011209166666666714,35.077
57,1.7626666666666668,-0.010274000000000005,35.077
58,1.792,-0.009205500000000033,35.077
59,1.8226666666666667,-0.00801500000000005,35.078
60,1.8533333333333333,-0.007014666666666669,35.077
61,1.8853333333333333,-0.006127000000000049,35.077
62,1.916,-0.005126666666666668,35.078
63,1.9453333333333334,-0.0043043333333333544,35.077
64,1.976,-0.003583000000000003,35.077
65,2.006666666666667,-0.0030665000000000275,35.076
66,2.0386666666666664,-0.002662833333333392,35.077
67,2.068,-0.0024015000000000564,35.076
68,2.098666666666667,-0.0019415000000000404,35.078
69,2.1293333333333333,-0.001493166666666712,35.078
70,2.1599999999999997,-0.0011131666666667206,35.077
71,2.1906666666666665,-0.0007866666666666577,35.077
72,2.222666666666667,-0.0005610000000000337,35.077
73,2.253333333333333,-0.0004838333333334055,35.076
74,2.2826666666666666,-0.00029683333333335726,35.076
75,2.3133333333333335,-0.00017216666666669544,35.076
76,2.344,-0.0001691666666666647,35.076
77,2.376,-0.00015133333333333665,35.076
78,2.405333333333333,-0.0001455000000000206,35.077
79,2.4373333333333336,-0.00023450000000002635,35.076
80,2.466666666666667,-0.0002790000000000292,35.077
81,2.496,-5.633333333332491e-05,35.078
82,2.528,4.449999999994736e-05,35.077
83,2.558666666666667,4.7499999999978115e-05,35.078
84,2.5893333333333337,-6.233333333333091e-05,35.076
85,2.6199999999999997,-4.450000000005838e-05,35.076
86,2.6506666666666665,-0.0001603333333333734,35.077
87,2.6813333333333333,-0.0006708333333333427,35.076
88,2.712,-0.0011488333333333767,35.076
89,2.7439999999999998,-0.0011606666666666987,35.076
90,2.7746666666666666,-0.0012199999999999989,35.077
91,2.805333333333333,-0.001279499999999989,35.076
92,2.836,-0.0013684999999999947,35.076
93,2.8666666666666667,-0.0014665000000000372,35.077
94,2.8973333333333335,-0.001549500000000037,35.077
95,2.928,-0.0013388333333333446,35.076
96,2.958666666666667,-0.0014338333333333564,35.076
97,2.9893333333333336,-0.002075000000000049,35.076
98,3.02,-0.0019473333333333565,35.076
99,3.0506666666666664,-0.0019325000000000592,35.075
100,3.0813333333333333,-0.0018493333333333695,35.076
101,3.112,-0.0017721666666666858,35.076
102,3.1439999999999997,-0.0018910000000000315,35.078
103,3.1733333333333333,-0.002083833333333396,35.076
104,3.2026666666666666,-0.0021760000000000113,35.075
105,3.234666666666667,-0.002036333333333362,35.077
106,3.265333333333333,-0.0019325000000000592,35.076
107,3.296,-0.0018078333333333418,35.078
108,3.3266666666666667,-0.0017068333333333796,35.076
109,3.3573333333333335,-0.0017306666666667136,35.077
110,3.388,-0.0017930000000000446,35.075
111,3.4186666666666667,-0.0018641666666666667,35.077
112,3.4493333333333336,-0.0019415000000000404,35.076
113,3.48,-0.0018345000000000167,35.077
114,3.5106666666666664,-0.0018880000000000008,35.076
115,3.541333333333333,-0.0018405000000000227,35.075
116,3.572,-0.001689166666666686,35.077
117,3.6013333333333337,-0.0016148333333333986,35.076
118,3.6333333333333333,-0.0015763333333333462,35.076
119,3.664,-0.001383333333333403,35.074
120,3.6933333333333334,-0.001157666666666668,35.076
121,3.7239999999999998,-0.0011191666666667266,35.076
122,3.7560000000000002,-0.001089500000000021,35.076
