,Time,ElectricPower,Degree
0,27.669333333333334,0.0,35.085
1,27.70133333333333,-0.00026116666666667343,35.087
2,27.732000000000003,-0.00046900000000002495,35.087
3,27.762666666666668,-0.0005371666666666719,35.087
4,27.793333333333333,-0.0005283333333333529,35.087
5,27.822666666666667,-0.0005044999999999911,35.087
6,27.853333333333335,-0.0004273333333333351,35.086
7,27.88533333333333,-0.00010983333333333678,35.085
8,27.916,5.050000000000887e-05,35.086
9,27.946666666666665,0.00019299999999999873,35.086
10,27.976,0.00026133333333333564,35.086
11,28.008,0.00032666666666666955,35.086
12,28.038666666666664,0.00038299999999999446,35.085
13,28.070666666666668,0.0004661666666666564,35.086
14,28.101333333333333,0.0004840000000000122,35.085
15,28.132,0.0005521666666666591,35.084
16,28.161333333333335,0.0005136666666666623,35.085
17,28.19333333333333,0.00037699999999998846,35.086
18,28.222666666666665,0.00032366666666666655,35.085
19,28.253333333333334,0.0002969999999999917,35.085
20,28.284,0.0002939999999999887,35.084
21,28.314666666666668,0.0002849999999999797,35.085
22,28.345333333333333,0.0003028333333333355,35.084
23,28.375999999999998,0.00026433333333333864,35.084
24,28.408,0.00020199999999997997,35.084
25,28.438666666666666,0.0001573333333333149,35.085
26,28.469333333333335,0.00014549999999999286,35.085
27,28.5,0.00011883333333331803,35.084
28,28.530666666666665,9.500000000001174e-05,35.085
29,28.561333333333334,5.6499999999987116e-05,35.085
30,28.592,4.166666666666208e-05,35.084
31,28.621333333333332,1.1999999999984245e-05,35.085
32,28.651999999999997,-5.033333333331891e-05,35.084
33,28.682666666666666,-0.00010383333333333078,35.085
34,28.71333333333333,-0.00015433333333333965,35.086
35,28.744000000000003,-0.0001661666666666617,35.086
36,28.77466666666667,-0.00019583333333331177,35.085
37,28.805333333333333,-0.00024033333333331464,35.085
38,28.836000000000002,-0.00026999999999999247,35.084
39,28.865333333333336,-0.0002224999999999866,35.085
40,28.897333333333332,-0.0005104999999999971,35.084
41,28.928,-0.0006856666666666678,35.086
42,28.957333333333334,-0.0006293333333333428,35.085
43,28.988,-0.0005044999999999911,35.084
44,29.018666666666665,-0.0004036666666666633,35.085
45,29.048000000000002,-0.00033533333333335413,35.085
46,29.078666666666667,-0.0003026666666666733,35.085
47,29.110666666666667,-0.00027299999999999547,35.084
48,29.141333333333332,-0.0002463333333333484,35.085
49,29.170666666666666,-0.0002523333333333544,35.084
50,29.204,-0.0002433333333333454,35.085
51,29.234666666666666,-0.0002493333333333514,35.084
52,29.264,-0.00027299999999999547,35.084
53,29.294666666666668,-0.0002996666666666703,35.085
54,29.326666666666664,-0.0003086666666666793,35.084
55,29.357333333333333,-0.00033533333333335413,35.085
56,29.386666666666667,-0.00038283333333333225,35.084
57,29.418666666666663,-0.00039183333333334125,35.084
58,29.448,-0.0004184999999999883,35.084
59,29.478666666666665,-0.0004214999999999913,35.085
60,29.51066666666667,-0.0004333333333333411,35.084
61,29.540000000000003,-0.00044216666666666016,35.084
62,29.570666666666668,-0.0004599999999999882,35.085
63,29.601333333333333,-0.000471833333333338,35.085
64,29.632,-0.0005165000000000031,35.085
65,29.662666666666667,-0.00048383333333335,35.085
66,29.69333333333333,-0.0004659999999999942,35.084
67,29.72533333333333,-0.0004184999999999883,35.085
68,29.755999999999997,-0.00038283333333333225,35.084
69,29.78666666666667,-0.0004036666666666633,35.084
70,29.817333333333334,-0.0004006666666666603,35.084
71,29.848000000000003,-0.0004036666666666633,35.084
72,29.878666666666668,-0.00046900000000002495,35.084
73,29.910666666666668,-0.00048683333333332524,35.086
74,29.941333333333333,-0.00046900000000002495,35.085
75,29.971999999999998,-0.000489666666666666,35.084
76,30.002666666666666,-0.0005343333333333311,35.084
77,30.033333333333335,-0.0005223333333333469,35.083
78,30.062666666666665,-0.0005044999999999911,35.085
79,30.09333333333333,-0.000498666666666675,35.084
80,30.125333333333334,-0.0005074999999999941,35.086
81,30.154666666666667,-0.0005135000000000278,35.084
82,30.185333333333332,-0.0005401666666666749,35.084
83,30.216,-0.000572833333333328,35.086
84,30.246666666666666,-0.0005610000000000059,35.084
85,30.276,-0.0005579999999999752,35.083
86,30.30666666666667,-0.000581833333333337,35.084
87,30.337333333333333,-0.0006055000000000088,35.085
88,30.368,-0.0006115000000000148,35.084
89,30.397333333333332,-0.0006143333333333278,35.084
90,30.430666666666664,-0.0006678333333333397,35.084
91,30.461333333333336,-0.0006263333333333398,35.084
92,30.490666666666666,-0.000602499999999978,35.083
93,30.521333333333335,-0.0006321666666666559,35.085
94,30.552,-0.0007213333333333238,35.084
95,30.581333333333337,-0.0007420000000000204,35.085
96,30.613333333333333,-0.0007243333333333268,35.084
97,30.642666666666667,-0.0007391666666666519,35.085
98,30.674666666666667,-0.0007093333333333396,35.084
99,30.704,-0.0006648333333333367,35.084
100,30.734666666666666,-0.0006619999999999959,35.083
101,30.765333333333334,-0.0006648333333333367,35.084
102,30.794666666666668,-0.0006678333333333397,35.083
103,30.826666666666664,-0.0006796666666666618,35.083
104,30.857333333333333,-0.0006708333333333427,35.084
105,30.887999999999998,-0.0006648333333333367,35.083
106,30.92,-0.0006975000000000176,35.084
107,30.950666666666667,-0.0007153333333333456,35.084
108,30.981333333333335,-0.0006766666666666588,35.084
