 -0.19903303, -0.35240716,  0.37813833, -0.24431048, -0.33341989,  0.04850333,  0.00550956, -0.38200151,  0.03437328, -0.00855615,  0.03126535, -0.05646402,  0.02132780, -0.04203024,  0.07825609, -0.01341116, -0.20558675,  0.08851850, -0.16467531, -0.10289822,  0.08230791,  0.05426549, -0.00966847, -0.29288007,  0.03533078,  0.04605924, -0.03996101, -0.07377990, -0.11224814,  0.07011035,  0.26711493, -0.00589065, -0.01714957, -0.08059121, -0.05470442, -0.02884012, -0.04524141, -0.03575868, -0.04657886,  0.05107284,  0.01440985,  0.12654754,  0.13714750,  0.12999498,  0.05438497,  0.04866893,  0.03713714,  0.00587209
 -0.21098217, -0.32072139,  0.28882851, -0.15618251, -0.15365163,  0.01273600, -0.04645533, -0.06179616, -0.01269294,  0.09168511,  0.02547438,  0.06003669, -0.02593304,  0.00193083,  0.04999162, -0.01405643,  0.00068606, -0.00723142,  0.06363411,  0.14423331, -0.05508665,  0.10523001,  0.07491226,  0.23283497, -0.09252747,  0.03839260,  0.11097707,  0.13503011,  0.09442154,  0.06020442, -0.35802803, -0.08200244, -0.08597416,  0.15235360,  0.17759070,  0.10082910,  0.13007679,  0.16820905,  0.07396524, -0.17223310, -0.07843634, -0.32944991, -0.26189572, -0.22260515, -0.04325919, -0.14578902, -0.02622538, -0.05191266
 -0.22138949, -0.28580507,  0.19779253, -0.06580219,  0.01074803, -0.03611031, -0.05724557,  0.16376731, -0.03983329,  0.10569565, -0.06779939,  0.08379859, -0.01929868,  0.07964808, -0.04857802,  0.04939893,  0.15872680, -0.13325532,  0.12569431,  0.02339384, -0.02883318, -0.11940894,  0.07488845,  0.33555340,  0.15865303, -0.11111189, -0.03390384, -0.10906624, -0.00814690, -0.16524941, -0.12308364,  0.26119341,  0.24972228, -0.02717647, -0.22830659, -0.05227556, -0.13664584, -0.25005358,  0.11786859,  0.22756215,  0.12278592,  0.23866732,  0.03218119, -0.02776924, -0.14005661,  0.14862026, -0.14510150,  0.05572791
 -0.23027288, -0.24750461,  0.11083398,  0.02420857,  0.13318505, -0.07569551, -0.03044611,  0.27415570, -0.04068110,  0.05279852, -0.11107102, -0.03458597,  0.02425484,  0.03311482, -0.14081083,  0.03868551,  0.19534435, -0.05593389,  0.04806777, -0.07811744, -0.07839655, -0.19773640, -0.18509786, -0.01295947, -0.06394219, -0.09798685, -0.26290381,  0.03990925,  0.06877847, -0.18795373,  0.02923473, -0.27173241, -0.13640163, -0.12407754,  0.14848197, -0.18056412,  0.08938031,  0.06575159, -0.34785058, -0.16586047, -0.02650925, -0.00794459,  0.12652710,  0.17892713,  0.16179334, -0.03864856,  0.25305369,  0.11750626
 -0.23754640, -0.20616771,  0.03191644,  0.10918651,  0.19631538, -0.08829430,  0.01951297,  0.29549842, -0.02835514, -0.03507335, -0.00879052, -0.13363002,  0.01117117, -0.07813640, -0.10477418, -0.03490969,  0.11289162,  0.06525261,  0.04362219,  0.08190956, -0.02987192, -0.01521254, -0.09687292, -0.19246683, -0.10984653,  0.10176204,  0.13499150,  0.22623584,  0.03843328,  0.01891623,  0.39097403,  0.17331070, -0.08373652,  0.19028699, -0.01072969,  0.25395555, -0.08878059,  0.20915241,  0.27667587,  0.10530496, -0.09452486,  0.04987185,  0.04598807,  0.02349507,  0.04593972, -0.07025464, -0.14787292, -0.27545189
 -0.24284795, -0.16359040, -0.04168493,  0.17555857,  0.20981885, -0.06500954,  0.07628276,  0.20788881, -0.02755496, -0.11100306,  0.13947917, -0.07160346, -0.04766790, -0.07489974,  0.03424433, -0.06644946, -0.04026496,  0.04637978,  0.05160422, -0.00136697,  0.13833526,  0.05468054,  0.14738305, -0.17562334,  0.10021140,  0.04396770,  0.25258038, -0.20353097,  0.06179550,  0.34171770,  0.09305989, -0.21876910,  0.08362384, -0.25700296, -0.10470966,  0.00479118,  0.08359703, -0.28395869, -0.00162043, -0.10604616,  0.07744013, -0.23734557, -0.10851531, -0.12192809, -0.11398542,  0.13636032,  0.01521656,  0.23271967
 -0.24618853, -0.12027613, -0.10583208,  0.21726930,  0.17216820, -0.00994299,  0.11575469,  0.05818396, -0.05660883, -0.15385945,  0.15171797,  0.06615062, -0.05274338,  0.01523972,  0.14497968,  0.00583603, -0.18760540, -0.00715285, -0.09613275, -0.17579581,  0.10945538,  0.08594681, -0.00855220, -0.09476899, -0.04017838, -0.03279716, -0.12716564, -0.17488378, -0.09902770,  0.23365558, -0.34064462,  0.24432663, -0.08042977,  0.26096586,  0.08683947, -0.30666163, -0.06034977,  0.15015752, -0.14767431,  0.08684253, -0.00078927,  0.25900606, -0.03747868, -0.04241389, -0.00776654, -0.16174177,  0.04510396, -0.13424731
 -0.24749310, -0.07729701, -0.15913196,  0.22730286,  0.09828793,  0.05995333,  0.11924153, -0.09947650, -0.07771497, -0.15566648,  0.01075342,  0.11501590, -0.00278641,  0.04494811,  0.10302823,  0.08279130, -0.18943778,  0.02241486, -0.19355824, -0.01092165, -0.07359803,  0.17889696, -0.07140447,  0.11859588, -0.07979799,  0.01866707, -0.03029714,  0.20415500, -0.29555558, -0.24259989, -0.20558245, -0.09434842,  0.20718603, -0.16645303,  0.09264764,  0.39167749,  0.07469802,  0.00171673,  0.04609998,  0.02570083, -0.02168747, -0.05776718,  0.17090199,  0.22009071,  0.08726807,  0.16540459, -0.09908236,  0.10398784
 -0.24669953, -0.03586974, -0.20130153,  0.20033361,  0.01193243,  0.12243920,  0.08018064, -0.23229144, -0.02369567, -0.11382249, -0.12497193,  0.04758243,  0.02047876,  0.01125937, -0.03754234,  0.03990803, -0.07530147,  0.04632146, -0.07607363,  0.14321245, -0.08994299,  0.06736483,  0.12667151,  0.17788349,  0.11591763, -0.01902531,  0.07567672, -0.06063167, -0.04882782, -0.39250197,  0.26222979, -0.00789536, -0.23212806, -0.00058355, -0.32118466, -0.27567143, -0.10078237,  0.01219106,  0.09003042, -0.12394691,  0.01399779, -0.12352141, -0.14620819, -0.15398496,  0.01569202, -0.14385567,  0.21861036, -0.08799310
 -0.24416198,  0.00459672, -0.22390868,  0.14695588, -0.08583049,  0.15387443,  0.00270652, -0.25499771,  0.06740285, -0.05180592, -0.12545868, -0.05841648,  0.00250548, -0.00993226, -0.08138638, -0.06746887,  0.04164222, -0.00693241,  0.06532533,  0.07905021,  0.03204509, -0.10989416,  0.08598363,  0.06995026,  0.09236745,  0.02450061, -0.35578983, -0.17192277,  0.31501899,  0.03711959,  0.19866785, -0.04994458,  0.02192362,  0.09238028,  0.46683043,  0.05039594,  0.09180822, -0.10666555,  0.01002592,  0.05812165, -0.02977809,  0.03326222, -0.04165028, -0.02395206, -0.13377470,  0.02249007, -0.33664248,  0.02352774
