 -0.19966780, -0.19966781, -0.19967140, -0.19967774, -0.19968749, -0.19970198, -0.19972073, -0.19974405, -0.19977270, -0.19980516, -0.19984150, -0.19988164, -0.19992518, -0.19997233, -0.20002261, -0.20007584, -0.20013026, -0.20018516, -0.20024024, -0.20029586, -0.20035166, -0.20040844, -0.20046337, -0.20051641, -0.20056715
  0.35509687,  0.33601182,  0.31230569,  0.28376849,  0.25077365,  0.21494672,  0.17674327,  0.13719205,  0.09751076,  0.05727712,  0.01765350, -0.02013769, -0.05552487, -0.08816598, -0.11771811, -0.14406003, -0.16692155, -0.18572477, -0.20017575, -0.20993470, -0.21513744, -0.21486598, -0.21166905, -0.20567416, -0.19688491
 -0.33924337, -0.24866690, -0.16145416, -0.07913424, -0.00318678,  0.06472397,  0.12332846,  0.17138221,  0.20802041,  0.23298846,  0.24578288,  0.24631544,  0.23514494,  0.21325684,  0.18168387,  0.14169426,  0.09424911,  0.04062231, -0.01750238, -0.07822274, -0.13957304, -0.20003899, -0.25757363, -0.31122892, -0.36029340
 -0.31698270, -0.22540944, -0.12239728, -0.01698883,  0.08159348,  0.16517485,  0.22519350,  0.25401507,  0.24667612,  0.20443125,  0.13327759,  0.04402028, -0.05134682, -0.14189188, -0.21622692, -0.26497730, -0.27922772, -0.25614142, -0.19912429, -0.11649347, -0.01836703,  0.08370761,  0.18242604,  0.26897269,  0.33529153
  0.28502975,  0.13410227, -0.01749364, -0.14467357, -0.22783621, -0.25815990, -0.23178846, -0.15240181, -0.03527049,  0.09481053,  0.20956653,  0.28298659,  0.29869341,  0.25387439,  0.15674329,  0.02877895, -0.10211774, -0.20805730, -0.26662531, -0.26689162, -0.21161293, -0.11062552,  0.02283246,  0.16763834,  0.29841718
 -0.32157706, -0.10738753,  0.10162314,  0.23171740,  0.25801070,  0.19932828,  0.07776413, -0.06839434, -0.19458384, -0.26475508, -0.24962269, -0.14457162,  0.01485317,  0.16808629,  0.25862737,  0.25675096,  0.16873441,  0.02694833, -0.12377280, -0.23459034, -0.26852792, -0.20772240, -0.05794036,  0.14595767,  0.33479814
 -0.31532039,  0.00156707,  0.23831891,  0.28980549,  0.17325044, -0.00563405, -0.15286522, -0.23083207, -0.22807511, -0.12632448,  0.03895300,  0.19181320,  0.25254250,  0.18260410,  0.02926149, -0.13529034, -0.23821915, -0.23870343, -0.13737327,  0.03313332,  0.22066510,  0.30722968,  0.21492576, -0.03989763, -0.32550937
 -0.09119626, -0.07215813,  0.09989737,  0.25171917,  0.12398189, -0.20021772, -0.33271085, -0.07906952,  0.24658445,  0.22603619, -0.07009432, -0.19702500,  0.01640551,  0.22299740,  0.07834863, -0.26034338, -0.30912757,  0.04879318,  0.37815888,  0.27210054, -0.11189866, -0.29915059, -0.14746024,  0.07671563,  0.12868228
  0.10369232, -0.03320864, -0.20045016, -0.10112146,  0.20010876,  0.27582958, -0.02998071, -0.30580102, -0.15317444,  0.20025152,  0.24226207, -0.08068586, -0.28589366, -0.05324905,  0.28912956,  0.24498416, -0.15457564, -0.36448078, -0.09606732,  0.27611452,  0.25330015, -0.06328546, -0.21290286, -0.05706370,  0.10627687
 -0.29383502,  0.10887539,  0.38849607,  0.14311133, -0.25528358, -0.22809551,  0.05499746,  0.08811797, -0.10101778, -0.08475598,  0.16720663,  0.25350865, -0.00953114, -0.26887349, -0.16398238,  0.09399580,  0.10658962, -0.07346571, -0.03968049,  0.21582997,  0.22023235, -0.16576484, -0.37738925, -0.08591597,  0.30657476
