 -0.01009296,  0.10124307, -0.38414688, -0.56119283, -0.01696331,  0.05707106,  0.12739670,  0.31761924, -0.04636243, -0.04899769, -0.19627051, -0.26588704,  0.20103966, -0.00518998,  0.04992871,  0.05499121, -0.00174154, -0.04476074,  0.15139659, -0.01549276,  0.21037796, -0.01911778,  0.08361233,  0.03512606,  0.02086201, -0.01144515,  0.07104125, -0.07366155,  0.04308698, -0.07978399, -0.02089561, -0.05162297,  0.21214470, -0.00731544, -0.03341549, -0.06539931, -0.07110758,  0.00683361, -0.01635357,  0.03982723, -0.07437239,  0.11288995,  0.00852242,  0.04435542, -0.04275876,  0.11266615,  0.00038425, -0.01119767,  0.11483159, -0.05736642, -0.09045356, -0.05628079,  0.06126667, -0.00689726,  0.01385154, -0.06371353,  0.02787950,  0.13171230
 -0.00629450,  0.12104213, -0.41340121, -0.28938593, -0.00482002,  0.12660593,  0.18958811, -0.01465160,  0.08530776, -0.01298584, -0.00542407,  0.21740769, -0.08439249,  0.15542997, -0.15987243,  0.17445010,  0.01526183, -0.03670272, -0.34125214,  0.05300138, -0.17084502,  0.18471892, -0.12778707, -0.08261764, -0.06528729,  0.03519417, -0.08861282,  0.17075328,  0.01108627,  0.09360915, -0.07126348,  0.17319504, -0.20399222,  0.02803188, -0.03604070,  0.10336980,  0.10425442,  0.02225937, -0.03691618, -0.15122504,  0.11268306, -0.08761856,  0.14601289, -0.01106105,  0.09975718, -0.13124036,  0.03666546,  0.09695369, -0.19557551, -0.00234484,  0.09190274,  0.00615798, -0.12215722,  0.01283208, -0.02142926, -0.06364415, -0.01539300, -0.07983631
 -0.00265433,  0.14481585, -0.40224445, -0.05897517,  0.01874950,  0.11802931,  0.03929520, -0.31705754,  0.08879654, -0.03163734,  0.14349037,  0.11384268, -0.30990250,  0.05669746, -0.13062786, -0.19059527, -0.10715945,  0.07638145,  0.13769519, -0.24526011, -0.08440850, -0.19680455,  0.18206592,  0.11472455,  0.03322792, -0.05622965,  0.11402836, -0.09629163, -0.08920861,  0.03378971,  0.09451510, -0.23972661, -0.07978932, -0.04124730,  0.14191701, -0.02873845, -0.07973968, -0.03153244, -0.07817137,  0.12984764, -0.02356923, -0.14567194, -0.12705861, -0.03111800, -0.14868573,  0.10183662, -0.06032294, -0.13895213,  0.06829115,  0.03876739,  0.04156054,  0.06617676, -0.01587901, -0.15035308, -0.03786073,  0.14271987,  0.02111253, -0.02494118
  0.00113847,  0.16992614, -0.36036004,  0.11699440,  0.04629180,  0.03323057, -0.18868862, -0.31687253, -0.04120746, -0.04211772,  0.03625243, -0.31533343,  0.01115611, -0.18464298,  0.10789794, -0.19783582,  0.03366069,  0.09287082,  0.23479620,  0.08037606,  0.04135599,  0.14548460, -0.27055916, -0.11757620, -0.00158397,  0.09102204, -0.15519714,  0.01414551,  0.00493733, -0.06377331,  0.09129174,  0.21344487,  0.01291287,  0.04150606, -0.05337902,  0.04545209,  0.16167600, -0.08224722,  0.15302510,  0.04609137,  0.01810608,  0.05315107, -0.11821890, -0.10678895,  0.23903370, -0.12646350,  0.01574176,  0.03070572,  0.00998075,  0.00351113, -0.12831984, -0.00490709,  0.04854007,  0.17068607, -0.03908854,  0.06910495,  0.04554345, -0.05213153
  0.00482446,  0.19315247, -0.29707761,  0.23787795,  0.05314124, -0.12033004, -0.29853798, -0.01356657, -0.14387682,  0.04350653, -0.14672689, -0.16212124,  0.19187900, -0.11636504,  0.03476838,  0.13439919,  0.21126783, -0.04343226, -0.26456470,  0.17024215, -0.29392479, -0.14204452,  0.16462103,  0.10138081,  0.01847011, -0.11200659,  0.09546786, -0.01232355,  0.00844646, -0.02993873, -0.16084281, -0.11784146, -0.08367610, -0.02403495,  0.04504480, -0.03752824, -0.15523171,  0.06719372,  0.12819183, -0.03548140, -0.05273972,  0.11985174, -0.02619734,  0.01713781, -0.24151428, -0.08862252, -0.04397346,  0.09065529, -0.05393391,  0.05477768,  0.21435847, -0.01914598,  0.09517561,  0.01889630,  0.02648014,  0.02371566, -0.06119752,  0.02066259
  0.00891845,  0.21429957, -0.21918133,  0.28271290,  0.03498417, -0.18322595, -0.18262494,  0.27601885, -0.10177431,  0.09984129, -0.14161030,  0.34177511, -0.02446595,  0.06826912, -0.09182056,  0.00524219, -0.03667906, -0.13734764, -0.00087319, -0.08664657,  0.28916753, -0.17786324, -0.02905072, -0.09171245, -0.00898444,  0.13331211, -0.02368165,  0.08948913, -0.00893126,  0.13344816,  0.05220774,  0.05266594, -0.07825838, -0.02621021,  0.00534351,  0.13523109,  0.19592339,  0.10293269, -0.03002236,  0.04599582,  0.03558198,  0.14082456, -0.11125614,  0.16858316,  0.16327351,  0.15251314, -0.01562763, -0.03012634,  0.18752589, -0.08565742, -0.07526383, -0.02009234, -0.12730528, -0.03578354,  0.11824246,  0.11295537, -0.08237793,  0.13811246
  0.01355478,  0.23274366, -0.13412527,  0.23609011, -0.01039533, -0.07767273,  0.04360093,  0.27209866,  0.03058659,  0.02460168,  0.02288798,  0.22021849, -0.05415271,  0.02347330,  0.07687689, -0.18681502, -0.17943801, -0.01277615,  0.09631339,  0.02023870, -0.04612282,  0.16053441, -0.23944901,  0.06196974,  0.00955578, -0.15242274, -0.05885513, -0.17138234, -0.07686973, -0.06562139,  0.16245027, -0.15951206,  0.08791480,  0.04965238,  0.00632962, -0.20645820, -0.23373389, -0.14374605, -0.03139318, -0.04653725, -0.08075528,  0.02477638,  0.39091528,  0.00706285, -0.08783904, -0.12531473,  0.07998322,  0.16824091, -0.16280493, -0.00652971, -0.17846900, -0.04393619,  0.09140066, -0.00562794,  0.10619795, -0.05707415,  0.09377367, -0.06467057
  0.01883070,  0.24411451, -0.06518750,  0.20433798, -0.01741103,  0.00616273,  0.20581332,  0.16592008,  0.11092291, -0.02949365,  0.11943664,  0.04242068,  0.04210642, -0.05797665,  0.23899095, -0.10486467, -0.06748318,  0.17457595,  0.08419750,  0.13954626, -0.17768301,  0.04929592,  0.18590434,  0.03945561,  0.09351240,  0.14782335, -0.02052661, -0.01264792,  0.15804774, -0.13329687, -0.09701670,  0.20869039,  0.26545367, -0.04411066, -0.11338600,  0.03686287,  0.18180092,  0.09440577,  0.00307137, -0.14350546,  0.10352032, -0.31979589, -0.03397627,  0.19917696, -0.10860766,  0.24260955,  0.04212822, -0.08888800,  0.00230285,  0.15149613,  0.14128028, -0.09363264, -0.05350207, -0.04571548, -0.13933932, -0.04043689, -0.04092538,  0.00601692
  0.02447170,  0.24952925, -0.00885296,  0.18594995,  0.00312692,  0.04381266,  0.26882547,  0.03491190,  0.12055621, -0.04899311,  0.12673052, -0.02492996,  0.09650901, -0.04467007,  0.20678202,  0.12941529,  0.16354890,  0.12562644,  0.01135320,  0.10933371,  0.21221862, -0.11017474,  0.11224080, -0.16134547, -0.10417343, -0.13562112,  0.12623088,  0.18647860,  0.02416532,  0.09750759, -0.20931894, -0.08220434, -0.09538570,  0.06559302, -0.01619222, -0.03596203, -0.27583810, -0.01605037, -0.18694433,  0.01928792, -0.11245760, -0.17924663,  0.00268732, -0.23334326,  0.28464030, -0.16971004, -0.05890278, -0.08076136,  0.18537202, -0.10565038, -0.01239139,  0.11867007, -0.07402389,  0.03497695,  0.05352008,  0.01404828,  0.12728846, -0.01420739
  0.03053083,  0.25106800,  0.03980799,  0.15978222,  0.03832450,  0.08221548,  0.23894990, -0.10193787,  0.06929589, -0.07494092,  0.10018752, -0.01091506,  0.04751130,  0.02809013,  0.02232245,  0.25492657,  0.16665311, -0.13985034, -0.16357721, -0.02665114,  0.31498410,  0.09615744, -0.03622180,  0.18160612, -0.12233171,  0.12311958,  0.01904950, -0.12056936, -0.07756087,  0.11486244,  0.19171664, -0.07906199,  0.19454828, -0.10016913,  0.00224910, -0.04093134,  0.22499818, -0.02002892, -0.02435736,  0.06661198,  0.12014120,  0.09759359, -0.22810023, -0.20672263, -0.29552783, -0.00525103,  0.00500424,  0.11694629, -0.20195020, -0.02613641, -0.08769085,  0.09034734,  0.14969626,  0.02025271, -0.08466007, -0.04862745, -0.06180544,  0.02012364
