 -0.11776727,  0.30148629,  0.02640312,  0.08564458,  0.04751785,  0.12685231, -0.09996008,  0.28927438,  0.18262755,  0.01595592, -0.06584627, -0.01127639, -0.05143417,  0.31454439, -0.22691272,  0.03392312,  0.11102894,  0.08438212, -0.04498515,  0.13902959, -0.06180892, -0.12999518,  0.15717152, -0.11592960, -0.06415167,  0.01913785, -0.09702756, -0.16113343, -0.07490197,  0.01258161, -0.05494296, -0.01406945, -0.19793954, -0.12503430, -0.12140552, -0.02976753, -0.05431531, -0.06053278, -0.07705296, -0.09355855, -0.01518602, -0.08796562, -0.12291798, -0.12774652, -0.06809042, -0.06744979, -0.03876897, -0.10314286, -0.12355526, -0.02803645, -0.18011987, -0.15959691, -0.06595621, -0.17440379, -0.01993389, -0.10391291, -0.04748611, -0.08927201, -0.09898911, -0.07255142, -0.02707167, -0.01417480, -0.15648718, -0.14642121, -0.16967352, -0.18608453, -0.12944966, -0.07849283,  0.05047594,  0.01756525, -0.02542485
 -0.11770883,  0.27511189,  0.06607703,  0.05705046,  0.12800311,  0.07378344,  0.00230358,  0.28536020, -0.13118659, -0.01354764, -0.00555726, -0.07552199,  0.25170852, -0.02447475,  0.36381657,  0.08408964, -0.12684734, -0.20226124, -0.15324280, -0.17749663,  0.17273546, -0.13601317,  0.00156087,  0.04344995,  0.09470621, -0.11612072,  0.10405088,  0.16601533,  0.04690686,  0.03020584,  0.02013710,  0.01167414,  0.04660097, -0.20409740,  0.06051120,  0.04408563,  0.03924987, -0.12285740,  0.06464543, -0.04065210, -0.01421300,  0.08444506,  0.14583603,  0.04681105,  0.11513660,  0.04223161, -0.13314377,  0.03185765, -0.20661379, -0.03959608,  0.02904601, -0.21310067, -0.03459486,  0.07328202,  0.07069450,  0.04769354, -0.12634744, -0.02587319,  0.02838300,  0.14363996, -0.17838708, -0.05590449,  0.01810081, -0.10234299,  0.00766843, -0.03063428,  0.04734914,  0.00098995, -0.10458663,  0.00130652, -0.08670723
 -0.11766203,  0.24175786,  0.10729610,  0.00636538,  0.19274538,  0.02945206,  0.13864261,  0.06460564, -0.25503607,  0.12244726,  0.08093161, -0.05788628, -0.02738196, -0.45874164,  0.06394825, -0.02646245,  0.01724824,  0.11486626,  0.17003168,  0.27154552,  0.00365883,  0.13572045, -0.01059657, -0.06197292, -0.10240989,  0.02970913, -0.17538916,  0.00003263, -0.07229301, -0.12974418,  0.01567358, -0.05631383, -0.07085959,  0.06700893, -0.22748399,  0.02098395, -0.04230202,  0.08260612,  0.00917848,  0.03741451, -0.08239590, -0.04949765,  0.04421404,  0.12771770,  0.07744231,  0.05005145,  0.04757736, -0.01317633, -0.00991814, -0.20545274, -0.09899968,  0.01058733, -0.14468339,  0.04285208,  0.12130310,  0.06942556,  0.14540805, -0.06104181,  0.00457512, -0.08144493, -0.04840180, -0.14559330, -0.03282857, -0.05485679, -0.14656703,  0.03211048,  0.02657227,  0.13180220,  0.09095530,  0.03295095,  0.16975517
 -0.11762761,  0.20159677,  0.14829830, -0.06148106,  0.22349714,  0.03034461,  0.20140473, -0.17758652, -0.08316038,  0.20139927,  0.02590049, -0.00093003, -0.38297172, -0.00806353, -0.19802023, -0.06976777,  0.03296734,  0.04641417, -0.17172145, -0.19290842, -0.18171410, -0.10330148, -0.02492740,  0.08807660,  0.10801118,  0.09481392,  0.21920383, -0.12784878,  0.16358607,  0.09889615,  0.00708420,  0.03595849, -0.01180155,  0.05926177,  0.03076280, -0.04070741, -0.04585701, -0.02159466,  0.00044174, -0.01654373,  0.06059270,  0.06001371, -0.01915251,  0.17299637,  0.21578075,  0.10856792,  0.01765325,  0.09977575, -0.05305939,  0.12424170, -0.14158644, -0.17157597,  0.04321169, -0.13745689,  0.08342954,  0.12772484,  0.07368576,  0.05333612,  0.00475173,  0.06243561, -0.03319479,  0.03446916, -0.09222588,  0.11062159,  0.16231134,  0.00472349,  0.02825407, -0.04578619, -0.00645015, -0.13703074, -0.05006189
 -0.11760451,  0.15541833,  0.18504884, -0.13588750,  0.20212727,  0.08159882,  0.11758734, -0.23031844,  0.16511596,  0.15612426, -0.09962721, -0.07301985, -0.00409233,  0.33894151,  0.05521486,  0.08179442, -0.06353892, -0.22311163,  0.13812058, -0.03174655,  0.21832611,  0.09598296,  0.05070536, -0.10352860, -0.06836301,  0.02384833,  0.08932681,  0.07034137, -0.21775181,  0.10029283,  0.15444777, -0.20217210,  0.05579369,  0.05322210,  0.04631746, -0.03844193, -0.14130825,  0.04649441,  0.04408143,  0.04766476, -0.01812603, -0.04978947, -0.03124715,  0.02132328,  0.12467048,  0.05882769,  0.09820863,  0.09397175,  0.13316972, -0.02690055,  0.05636510,  0.04464249, -0.07892497,  0.13891407, -0.24680379, -0.05229808,  0.11364105,  0.07525130,  0.12302994, -0.05437914,  0.07967471,  0.09238706,  0.04714096, -0.18001367, -0.06811113,  0.03854289, -0.05272997,  0.10474696,  0.01708271,  0.13908580,  0.05308308
 -0.11759685,  0.10966817,  0.22122961, -0.18697314,  0.15004049,  0.10390684, -0.03382361, -0.10308819,  0.28054270, -0.08865152, -0.00872329, -0.10115229,  0.33469907, -0.02775944,  0.18257144, -0.02889903,  0.00069698,  0.27866901,  0.02933943,  0.16287421, -0.05965374, -0.05376028, -0.08485695,  0.15203951,  0.06111651,  0.01295679,  0.11912498,  0.02809001,  0.26612155, -0.07911557,  0.02153393,  0.15479564, -0.10242311,  0.12664313,  0.03243457, -0.02649840, -0.01451142, -0.07390208, -0.00830865,  0.08961032, -0.03526061, -0.01847354,  0.09957341, -0.00713191, -0.03457396,  0.10234194,  0.05638285,  0.04125160,  0.04066037,  0.09435933, -0.04379777,  0.16382226, -0.00405444, -0.09772426,  0.06252768, -0.27713162,  0.00443601,  0.04569128,  0.03416768,  0.10180118,  0.09851755,  0.12489049,  0.00346086,  0.11618228, -0.18057073, -0.00677111,  0.04739822, -0.20585800,  0.08431145, -0.04976944,  0.00845971
 -0.11760355,  0.06611430,  0.25520572, -0.20339475,  0.08283033,  0.06875260, -0.15129060,  0.08738716,  0.15797730, -0.19656087,  0.17686815,  0.06365204,  0.01341670, -0.33728143, -0.14058861, -0.05016540,  0.07574935, -0.11250876, -0.23806978, -0.12641705, -0.10020349,  0.08047642,  0.04321304, -0.16628895, -0.04310141, -0.09284373, -0.09928482,  0.14276703,  0.04082941,  0.17242907, -0.19927734,  0.04619089,  0.06957822, -0.01410767,  0.03343799,  0.02159739, -0.00503948,  0.05078722, -0.11839860, -0.02935590,  0.01865263, -0.01109232, -0.08939456,  0.01659669, -0.08477873, -0.06486759,  0.20452683,  0.10892125,  0.18102639, -0.00804847,  0.11144495, -0.02770032,  0.07913847, -0.09956002, -0.20350905,  0.06573941, -0.20819039,  0.04666863,  0.13523154,  0.00198442,  0.09670856, -0.07074187, -0.00761269, -0.06648788,  0.02727339, -0.16273489,  0.02044703,  0.14316111, -0.05010209,  0.08582315,  0.02119027
 -0.11762129,  0.02579177,  0.28286616, -0.18019772,  0.01223708, -0.02449708, -0.16425736,  0.17533952, -0.08831920, -0.08120183,  0.08600542,  0.23859067, -0.31473474,  0.04330075, -0.06492060,  0.03404635, -0.12336474, -0.17285459,  0.29610374,  0.00317193,  0.05859468, -0.04406287, -0.00455927,  0.19023079,  0.02913891, -0.13283975, -0.12868565, -0.01434925,  0.25235612, -0.03228577,  0.06478767, -0.16792379,  0.17677861,  0.05424121,  0.04325714, -0.09327657,  0.10524626, -0.03927490,  0.06508613, -0.13485768, -0.07233804,  0.00653182,  0.09452289, -0.07732694, -0.05680761, -0.02074363, -0.06844498,  0.08561180, -0.01918229, -0.04076661, -0.01771864,  0.15445982,  0.02056305,  0.11354529, -0.04624372, -0.10882442, -0.03423587, -0.26524700, -0.17175109,  0.03456115,  0.01536096,  0.03056856, -0.01857597,  0.08970072, -0.01274614,  0.07371565, -0.15625173, -0.04517569,  0.04966291, -0.08075472, -0.02789712
 -0.11764812, -0.01298851,  0.30183880, -0.12937635, -0.04610865, -0.11589821, -0.06339759,  0.10874344, -0.23303646,  0.12362731, -0.19751790,  0.07553274, -0.06836714,  0.24039963,  0.21701794,  0.05129020,  0.04894466,  0.33865458, -0.07204163, -0.01096286,  0.06589114,  0.01308029, -0.04595539, -0.18788848,  0.01100272, -0.08126740, -0.12717981,  0.05507776, -0.18511924,  0.05863265, -0.04261992,  0.22011823, -0.07850050,  0.14796566, -0.01965793,  0.00717627, -0.03005806,  0.15404026, -0.01191814, -0.07209846, -0.10689192,  0.07837122,  0.02007033, -0.00221006, -0.06237270,  0.05641618,  0.10012844,  0.03112525,  0.07997404,  0.00374519,  0.13092211, -0.04131085,  0.14968223, -0.03242745,  0.11827433,  0.05930627, -0.07844869,  0.02025249, -0.23553984, -0.13015592, -0.01741162,  0.02178158,  0.14616912,  0.02365542,  0.21968271,  0.03896765,  0.06787499, -0.10256838, -0.03138179,  0.11568871, -0.01794095
 -0.11767979, -0.05024211,  0.30673515, -0.05863473, -0.09322416, -0.16568645,  0.06522543, -0.05532730, -0.16393890,  0.08137415, -0.21173495, -0.23366494,  0.22982525, -0.03501430, -0.07002506, -0.15157031,  0.08511100, -0.18946919, -0.22400176,  0.09495479, -0.08052552,  0.06637660,  0.07791672,  0.18962991, -0.03451159,  0.08727155, -0.01824392, -0.25918599, -0.04164407, -0.16052018,  0.12268875,  0.03780160,  0.13311514, -0.24894072,  0.14145249, -0.05862970,  0.07069676, -0.08457653,  0.00858459, -0.02735144,  0.04347142, -0.16092079, -0.09189681, -0.04041141, -0.00661528,  0.00266876,  0.04442056, -0.06984490, -0.02374103,  0.11436871, -0.00244730,  0.07890471, -0.03463027,  0.05285237, -0.03318744,  0.12668626, -0.13646518, -0.12394193, -0.06546319, -0.25350168,  0.01596870,  0.04026755,  0.00698590,  0.14083390, -0.07371727,  0.00717145, -0.06162502,  0.03847372, -0.09825247,  0.01937102,  0.07250261
