 -0.20014713, -0.20008555, -0.20001466, -0.19999748, -0.20003164, -0.20005867, -0.20006415, -0.20007036, -0.20008791, -0.20009815, -0.20008227, -0.20004882, -0.20001757, -0.20002031, -0.20002451, -0.20002141, -0.20001374, -0.19999529, -0.19997009, -0.19994067, -0.19990468, -0.19986375, -0.19982100, -0.19980235, -0.19981732
 -0.42706529, -0.36557788, -0.12071699,  0.06827734,  0.18978533,  0.36199972,  0.37673653,  0.28906155,  0.11224420, -0.09597780, -0.18156011, -0.08992620,  0.05575727,  0.09010347,  0.10753206,  0.14170198,  0.12103919,  0.00391336, -0.12358891, -0.19746818, -0.19747929, -0.16909585, -0.10378726,  0.01661534,  0.13740434
  0.07189902,  0.18535399,  0.02580069,  0.11220438,  0.39907998,  0.37944230, -0.04770560, -0.43563775, -0.41008215, -0.11129615,  0.09542815,  0.07945485, -0.01248265,  0.07090140,  0.09826434,  0.00086749, -0.13677637, -0.26263289, -0.26960002, -0.14358924,  0.00424675,  0.05591520, -0.01324396,  0.02767989,  0.23671992
  0.15369505, -0.40134230, -0.15728639,  0.28495664,  0.19556851, -0.04819740, -0.41472583, -0.17650416,  0.32846583,  0.34978489, -0.07269978, -0.23855315,  0.06923595,  0.12723306, -0.03917147, -0.09751635, -0.05695903, -0.05795135, -0.00146515,  0.07783114,  0.09091562, -0.10045902, -0.17679092,  0.09940658,  0.26272974
 -0.47075915,  0.17255867,  0.39206596,  0.11080018,  0.11946170, -0.19866636, -0.33943250,  0.05660595,  0.18152117, -0.25097560, -0.25263182,  0.28570542,  0.11320703, -0.05324761, -0.07710023, -0.03240371, -0.05106223, -0.15420424, -0.04459425,  0.12888451, -0.02189709, -0.09321282,  0.08032941,  0.25403799,  0.14588271
 -0.06403185, -0.26445011,  0.47050374, -0.37495710,  0.04525162,  0.02306994,  0.14726459, -0.28383183, -0.10469918,  0.39639418, -0.34563023,  0.07937394,  0.11110231, -0.06163604,  0.00650693,  0.00405698,  0.00983711,  0.20928763, -0.14404785,  0.05644222,  0.18547592,  0.01858676,  0.06955897, -0.20370171,  0.01437690
  0.34750336, -0.34832741,  0.30775525,  0.07014896,  0.00560671,  0.04116032, -0.21622836,  0.48957346, -0.44413287, -0.00127913, -0.04698726,  0.06361149, -0.00888505,  0.05058071, -0.10080189,  0.11985443, -0.16018149, -0.09601171,  0.06042541, -0.17928108, -0.01537087, -0.12131873,  0.07800982,  0.19765485, -0.09307351
 -0.03649991,  0.21706113, -0.23081029, -0.52072185, -0.10381979,  0.41008614, -0.30591938,  0.39335290,  0.05574131,  0.16604344, -0.05273112,  0.01912559,  0.04159800, -0.00830329, -0.02018800, -0.16005793, -0.11121657, -0.11345395, -0.14250616,  0.13850220,  0.15404988,  0.05735866, -0.04250283, -0.01497239,  0.21078917
  0.17674740,  0.09059767, -0.04736383, -0.32660920,  0.69281712, -0.27291863,  0.03125613,  0.14707933,  0.31803902, -0.01245504,  0.02884454,  0.02594518, -0.10236977, -0.03410507, -0.03773626,  0.08779769, -0.14209653, -0.03684806, -0.06970197, -0.25547809, -0.02143373, -0.00942882,  0.07167385, -0.08942108, -0.21355002
 -0.33201651,  0.31453293, -0.07716143,  0.27751262,  0.05394021, -0.12580956,  0.00740183,  0.15891372, -0.22434729,  0.72112205,  0.03092225,  0.02557362, -0.09543403, -0.06467281, -0.02847202,  0.02343507, -0.03900813, -0.08797690, -0.03670496, -0.14732556, -0.14735413, -0.04454585,  0.00338043, -0.02256941, -0.14380528
 -0.29602720, -0.24186437,  0.27719364, -0.18732833, -0.01197585,  0.01339167, -0.09061205, -0.02439859,  0.05547683,  0.04904102,  0.84100129, -0.03770581,  0.01372014, -0.02698994, -0.04835135, -0.03597691, -0.02856250, -0.01059211, -0.05324759, -0.01103430, -0.01540813, -0.08330373, -0.04885909, -0.01654165,  0.01879867
  0.01761895, -0.29212013, -0.34020850,  0.01074151, -0.04122875, -0.02869416,  0.00202857, -0.07367580,  0.01902243,  0.06600120,  0.06218165,  0.87669370, -0.04677251,  0.00418438, -0.01646291, -0.04552530, -0.01845029, -0.00327392,  0.01133354, -0.01524321, -0.00124229, -0.00094217, -0.06651435, -0.05572197, -0.02396152
 -0.01906243,  0.01045137, -0.20436140, -0.03672808,  0.04495612, -0.16340353,  0.00400362,  0.00519429, -0.16426741, -0.03052830,  0.04903469, -0.03528756,  0.93496828, -0.03091176, -0.03120225, -0.01321139, -0.04964305, -0.02441934, -0.00468718, -0.06541736, -0.02245385,  0.00113029, -0.00702655, -0.05060374, -0.09663160
 -0.12190239,  0.05283430, -0.00892173, -0.14341018, -0.06691051, -0.17248977, -0.00592282, -0.03368296, -0.08187964, -0.01136879, -0.02675034, -0.00344050, -0.03487022,  0.95130489, -0.04542462, -0.03316235, -0.04378962, -0.01239525, -0.01448849, -0.01636144, -0.00316580, -0.01064226, -0.00089613, -0.04188137, -0.07039170
 -0.04612437, -0.06942429, -0.01646071, -0.08453358, -0.04572116, -0.18614506, -0.17459601,  0.03492819, -0.06854599, -0.00702925, -0.01162666, -0.01760623, -0.02862921, -0.02132148,  0.95000931, -0.02096874, -0.05150957, -0.03114670,  0.00871369, -0.02416723, -0.00833455, -0.02903973, -0.00852084,  0.00728044, -0.04945021
 -0.06751522,  0.01184906, -0.12888181, -0.12887002, -0.14268631, -0.01691596, -0.19851944, -0.14535399,  0.02166225,  0.02162063, -0.00535962, -0.01838160, -0.01231608, -0.01808935, -0.03862483,  0.93164019, -0.05361055, -0.05356859, -0.02061083,  0.03621368,  0.02685790, -0.00176521, -0.02794789,  0.00328232,  0.02600415
  0.01087881, -0.01805883, -0.06068667, -0.14040349,  0.14165852, -0.07632510, -0.26142468, -0.00329339, -0.18870571, -0.00607740, -0.00232727, -0.00364481, -0.03265352, -0.00706859, -0.04214639, -0.00982727,  0.91164682, -0.07203458, -0.03221435, -0.06560482, -0.00162926, -0.02650391, -0.00251458,  0.01520461, -0.02617774
 -0.11918352,  0.07681115, -0.12365050,  0.05572246,  0.14491837,  0.07439339, -0.31498276,  0.00053908, -0.16943672, -0.10978479,  0.01364717, -0.00186008, -0.04364037, -0.00318183, -0.02801651, -0.00935400, -0.08359584,  0.87532733, -0.05930981, -0.09221770, -0.05560920, -0.04251666, -0.02361671,  0.03663422,  0.00216802
 -0.18941011, -0.01733492, -0.03202715, -0.17247833,  0.18031007,  0.16684628, -0.07239975, -0.14299984, -0.12776322,  0.00961640, -0.06224375, -0.02696702, -0.02393972, -0.02055115, -0.02128191, -0.03544513, -0.06900625, -0.06667700,  0.89713571, -0.06290154, -0.01091817, -0.03342212, -0.03923782, -0.04602351,  0.01938499
 -0.07484915, -0.13316102, -0.13794655,  0.01290871,  0.32452022, -0.09035736,  0.08676297,  0.10843948, -0.28831344, -0.04783285,  0.02332863, -0.06653468, -0.08381108, -0.02123582, -0.01937155,  0.03445234, -0.05281096, -0.02429739, -0.03980883,  0.83077151, -0.07394581, -0.03898601, -0.02063365, -0.07831365, -0.12880929
 -0.22143797, -0.04274152, -0.12650349,  0.16332362,  0.05734215, -0.08246800,  0.06660272,  0.09466125, -0.11486593, -0.11673580,  0.01845610, -0.05686956, -0.07379777, -0.03523802, -0.02246396,  0.00426565, -0.01938498, -0.03282517, -0.01924967, -0.10830358,  0.90294393, -0.04304068, -0.03579350, -0.05223478, -0.10317294
 -0.17622441, -0.21434821,  0.00103044,  0.05169815,  0.04546761, -0.05227323, -0.10352555,  0.08007499, -0.03892414, -0.03551641, -0.03402054, -0.06364841, -0.03547238, -0.01141187, -0.03448085, -0.00608588, -0.02901680, -0.03391734, -0.01543520, -0.07132308, -0.06108136,  0.93430624, -0.04694790, -0.00891277, -0.03920435
 -0.10621178, -0.16954753, -0.21425590,  0.01998301, -0.03589180,  0.05566694, -0.08649350, -0.08326685,  0.02008584,  0.00978011,  0.01539219, -0.08254581, -0.03371220, -0.00358870, -0.02015621, -0.04726906, -0.02977341, -0.04148329, -0.02322817, -0.01917779, -0.01957901, -0.02200010,  0.93720391, -0.02698512,  0.00806536
 -0.04367036, -0.05576175, -0.16988299, -0.27193158, -0.00920410, -0.10028522,  0.21785923, -0.17115525, -0.08313688,  0.10058796, -0.00530798, -0.05757447, -0.04190362, -0.04751650, -0.02683491, -0.05460935, -0.03368310,  0.03496119, -0.03095625, -0.00246472,  0.04124455,  0.02719329, -0.01987753,  0.87525617, -0.07041973
  0.02353017,  0.00324457, -0.08742632, -0.10778485, -0.00317228, -0.46905395,  0.19212739,  0.13065154, -0.21787343, -0.01548500,  0.04176904, -0.02242031, -0.08052784, -0.06332636, -0.05081275,  0.01267247, -0.03168850,  0.05076873,  0.04850251, -0.07297851, -0.01964646,  0.00862606,  0.03257701, -0.09020673,  0.78870661
