 -0.20421979, -0.35398655,  0.38101885, -0.21517664, -0.17394204,  0.22491334,  0.01165914,  0.08353404, -0.21430947,  0.16616942, -0.10096439,  0.12186403, -0.18779742,  0.29450752, -0.03181779,  0.17369573, -0.07612142,  0.00445978,  0.08812122, -0.00544130, -0.15705882,  0.15071875,  0.30620705, -0.09214727, -0.04068939, -0.21536104,  0.03283403,  0.03234761,  0.02717594,  0.05634426,  0.05903520,  0.07166154,  0.07755142,  0.04540622,  0.18985839, -0.13459551, -0.01893155, -0.00223730, -0.03429254, -0.02213359, -0.00485840, -0.03028708, -0.05390325,  0.03744197,  0.06230375,  0.04424726,  0.02210880
 -0.21765454, -0.31889929,  0.27473598, -0.14855879, -0.04263512,  0.12851089, -0.07298957,  0.09659823, -0.09336323,  0.08014027,  0.06851490,  0.15230396, -0.07213044, -0.06577244, -0.05391040, -0.11464126,  0.07657596, -0.07212547,  0.01265797, -0.16848130, -0.00113807, -0.11921719, -0.21550834,  0.22218149,  0.06059093,  0.27142544, -0.11352377, -0.05840798, -0.02166543, -0.09508453, -0.04673210, -0.15063970, -0.14827674, -0.13176813, -0.40709979,  0.26739661, -0.03265592,  0.09428313,  0.10778002,  0.03519656,  0.03211723,  0.06310644,  0.12954350, -0.09894026, -0.15514781, -0.11767842, -0.07226859
 -0.22940543, -0.27963924,  0.17849194, -0.06775315,  0.05838207,  0.00890287, -0.11447591,  0.07958392,  0.05144082,  0.03016127,  0.18547958, -0.01503465,  0.17375921, -0.23306661,  0.08615721, -0.20097077,  0.11834704,  0.04382866, -0.09894458, -0.02942819,  0.29050443, -0.12410804, -0.27457063, -0.14156577,  0.11134968,  0.10467934,  0.12683399, -0.04134569, -0.03015216, -0.03402217, -0.10994131,  0.03641846,  0.02043120,  0.15722746,  0.32383700, -0.14431087,  0.17940907, -0.20470468, -0.19013610,  0.02057845, -0.09961549, -0.01232316, -0.13351163,  0.11489961,  0.16798118,  0.11388353,  0.13060701
 -0.23933846, -0.23667791,  0.09646079,  0.02225157,  0.11497672, -0.09086688, -0.11518305,  0.03089181,  0.15079546, -0.03825221,  0.10553696, -0.26078308,  0.27196377, -0.16728547,  0.14986102,  0.00139224, -0.01471045,  0.12798985, -0.13210653,  0.20590432,  0.10870182,  0.13789288,  0.05152250, -0.09982752, -0.25964148, -0.16047548,  0.02109727,  0.16655582, -0.03080633,  0.12314094,  0.11095465,  0.16535428,  0.17781142, -0.05733822, -0.14789135, -0.06258803, -0.25741039,  0.10707611,  0.26356010, -0.04277554,  0.17807564, -0.08416451,  0.09158449, -0.09454226, -0.13352502, -0.04149760, -0.17620007
 -0.24712164, -0.19155117,  0.02709510,  0.10760009,  0.12641920, -0.15133582, -0.08494291, -0.03004549,  0.17349079, -0.12601011, -0.13391604, -0.32581006,  0.13854066, -0.00603060, -0.00178429,  0.19856386, -0.13928690,  0.03066276, -0.06009693,  0.16095240, -0.24838254,  0.03501558,  0.06089697,  0.23789741,  0.07315651, -0.10726790, -0.18507730, -0.08443742,  0.11187595,  0.01668031,  0.09652675, -0.14398744, -0.22118984, -0.11968992,  0.03817485,  0.20886550,  0.22870319,  0.12715583, -0.25068436, -0.04978277, -0.14067476,  0.11957627, -0.06997881,  0.09605838,  0.11608865, -0.04533264,  0.18482908
 -0.25242742, -0.14611127, -0.03376262,  0.17261045,  0.10344256, -0.17538560, -0.03467660, -0.07813170,  0.13445918, -0.19385533, -0.30534314, -0.09682994, -0.06267049,  0.12113513, -0.19462634,  0.13054377, -0.09343874, -0.13431455,  0.05920261, -0.03432197, -0.11437647, -0.22099903,  0.03308658, -0.16782720,  0.19451458,  0.08329297,  0.13078517, -0.15812825, -0.00773452, -0.14599958, -0.19203814, -0.12162348,  0.03470777,  0.20941133, -0.07615191, -0.22138490, -0.15494521, -0.25273043,  0.13039657,  0.12164821, -0.05418843, -0.08503994,  0.10600368, -0.13767377, -0.13256646,  0.13076598, -0.16213623
 -0.25521958, -0.10127547, -0.08603371,  0.21059969,  0.05595795, -0.16884584,  0.02312945, -0.10103588,  0.06781991, -0.21280075, -0.19997873,  0.22438518, -0.16096679,  0.13707128, -0.16713507, -0.12268693,  0.07045005, -0.14787241,  0.13075844, -0.02073977,  0.19358909, -0.05522849,  0.09758389, -0.01649709, -0.21630796,  0.18150858,  0.09313169,  0.19622527, -0.16984754,  0.02725663, -0.05427832,  0.21232090,  0.16804152, -0.13633158,  0.10806210,  0.21483056,  0.11989734,  0.14503235,  0.01636074, -0.02473124,  0.22325075,  0.06516699, -0.11864804,  0.16758905,  0.13246730, -0.19406391,  0.10463570
 -0.25547140, -0.05803393, -0.13112095,  0.21584404, -0.00019109, -0.14562908,  0.07946250, -0.09958415,  0.01352219, -0.12030808,  0.11247755,  0.34017298, -0.14863898,  0.07754819,  0.07630511, -0.21791266,  0.14890815,  0.00663413,  0.10497073,  0.03309576,  0.04450847,  0.23441163, -0.09374323,  0.19763102,  0.08149367, -0.07135219, -0.18505585,  0.04009974,  0.11173842,  0.15756387,  0.25805099,  0.06301846, -0.17227268, -0.01346312, -0.03267941, -0.28445135, -0.09306139, -0.00015632, -0.11652082, -0.18393199, -0.19738598, -0.10453896,  0.04859348, -0.16015091, -0.09066556,  0.23843344, -0.01610511
 -0.25344229, -0.01635790, -0.16397422,  0.19265261, -0.06087160, -0.10005511,  0.12515990, -0.08261999, -0.03061091,  0.06542087,  0.33094927,  0.15540319, -0.13111980, -0.02727494,  0.24858372, -0.03295036,  0.05513581,  0.16177010,  0.05458243, -0.04288752, -0.22892293,  0.05979238, -0.03583985, -0.25673815,  0.04437058, -0.18975282,  0.07455120, -0.14513134,  0.16447528, -0.06874477,  0.01204081, -0.24876877,  0.10010028,  0.14373992,  0.10126257,  0.23944589, -0.00880263,  0.04196686,  0.15517061,  0.26206056,  0.00343104,  0.15169378,  0.05836390,  0.13262319,  0.04776821, -0.23238640, -0.08246862
 -0.24923046,  0.02314801, -0.18393197,  0.14259373, -0.11534078, -0.03747188,  0.15205963, -0.05778210, -0.06766456,  0.27213240,  0.23860070, -0.09672289, -0.11224167, -0.12491687,  0.13063872,  0.20266804, -0.10150752,  0.13781332,  0.01326273, -0.18508839, -0.04262333, -0.16301769,  0.16057626,  0.08929215, -0.19692476, -0.02196100,  0.05808997,  0.06966361, -0.17588364, -0.12239999, -0.28892548,  0.00633119, -0.00241704, -0.19437475, -0.22124942, -0.12793583,  0.09455672, -0.12769165, -0.19401021, -0.10660239,  0.14664951, -0.12984918, -0.13140845, -0.12667165, -0.03710567,  0.16439072,  0.17467392
 -0.24306211,  0.06027986, -0.18781248,  0.07453144, -0.16034316,  0.03978446,  0.15320132, -0.02804339, -0.10861759,  0.33851101, -0.05125922, -0.16502591, -0.00051428, -0.16108703, -0.14472281,  0.18174568, -0.15026050, -0.01389011, -0.03468783, -0.08469025,  0.23193863,  0.02885676,  0.03346443,  0.16963730,  0.25563647,  0.14598730, -0.13574882, -0.02941386, -0.07871205,  0.05177544,  0.06271116,  0.27408918, -0.13365754,  0.13010204,  0.23812241,  0.08004816, -0.11054370,  0.05751263,  0.23265990, -0.10938457, -0.11419946,  0.04422961,  0.12597865,  0.16890432,  0.06725858, -0.06562724, -0.22676470
 -0.23499819,  0.09414411, -0.17770455, -0.00552532, -0.18648407,  0.11181853,  0.12756463,  0.00743965, -0.13641351,  0.19566612, -0.22932658, -0.04394352,  0.20881913, -0.06808769, -0.25513244, -0.05922388, -0.06796290, -0.13644188, -0.10863746,  0.03613601,  0.04008257,  0.21792315, -0.16531452, -0.26387618, -0.01709969,  0.09830771,  0.11568018, -0.06674902,  0.10548331,  0.07514891,  0.27893226, -0.10193082,  0.18304765,  0.02741854, -0.21309547, -0.07673271,  0.10465668,  0.14553745, -0.18191260,  0.19416502,  0.01557711,  0.01037115, -0.11397787, -0.19663196, -0.07629076, -0.04294826,  0.22164155
 -0.22517384,  0.12411686, -0.15599465, -0.08883163, -0.18656992,  0.15777356,  0.08119917,  0.04363346, -0.12513121, -0.07358489, -0.13695582,  0.04302428,  0.33382111,  0.11007854, -0.07891041, -0.22492945,  0.06204976, -0.13581873, -0.15442174,  0.01290244, -0.17363702, -0.05017841, -0.10196628,  0.11758103, -0.26405234, -0.17905935,  0.04929262,  0.16625488,  0.02072382,  0.01714189, -0.15367422, -0.23807870, -0.10840668, -0.16980368,  0.16645155,  0.11038241, -0.10829591, -0.29807547,  0.02747710, -0.12306482,  0.01468323, -0.00194706,  0.14172928,  0.18393570,  0.04191715,  0.11990293, -0.16766669
