 -0.11573877,  0.28872432, -0.11470085, -0.06920588, -0.21082695,  0.08413061,  0.12521232, -0.10161044, -0.13653125, -0.02332188,  0.36337358,  0.09687054, -0.03886533,  0.28292231,  0.15925845, -0.04276275,  0.19043764, -0.21602073,  0.05964986,  0.22405486,  0.13253630,  0.09472145,  0.07374139,  0.20121316, -0.24547804,  0.03003567, -0.10085809, -0.04704671,  0.08763976,  0.14326985, -0.06082997, -0.07872588,  0.04784959, -0.05987090,  0.10820373, -0.11605069,  0.08306313, -0.10424827, -0.07604718, -0.12571345,  0.12107206, -0.04323587, -0.06084863,  0.00528912, -0.02648565,  0.02812986, -0.08984114,  0.01253952,  0.05603660, -0.00554987, -0.11732537, -0.01236079, -0.00526050, -0.04428195,  0.02567694, -0.01586941,  0.02053411, -0.13430597, -0.08808135, -0.11208711,  0.08696840,  0.03715744, -0.04334008, -0.05400727, -0.11766671, -0.01352829,  0.06364922,  0.00446182, -0.04914887,  0.01892383, -0.06991068, -0.13372291,  0.03272173
 -0.11567047,  0.25557394, -0.15476260, -0.12106402, -0.07896718,  0.12751860,  0.01706379, -0.33771034, -0.15475877,  0.06970977,  0.15719846, -0.16332797, -0.11490891,  0.03261714, -0.26948784,  0.07978610,  0.11718193,  0.09267371,  0.00875171, -0.34743951, -0.27113475, -0.01153112, -0.05994075, -0.26025064,  0.14544740, -0.04278051,  0.00086564, -0.06424978,  0.03223634,  0.14617268,  0.05843847, -0.01520801, -0.07782033,  0.06108559, -0.02448054,  0.14049352, -0.10037798,  0.03645151, -0.09707392, -0.05772451, -0.12607395,  0.09559559,  0.00055835, -0.06550958,  0.04090778, -0.04399436,  0.02052571, -0.07333276,  0.00760692,  0.07244248,  0.03958288, -0.14626639, -0.04774228, -0.00088594, -0.00804521,  0.01988287,  0.00122038, -0.00620063, -0.16002914, -0.09009309, -0.07314187,  0.07243139,  0.07775846, -0.03867820, -0.07112223, -0.11860313, -0.02203152,  0.06356424,  0.06599866, -0.05953912, -0.02160026, -0.04894680, -0.14426875
 -0.11561712,  0.21685766, -0.19258568, -0.11539320,  0.08032638,  0.15935677, -0.14082051, -0.36077782,  0.02325475,  0.13202456, -0.10977389,  0.05310347, -0.12590212, -0.24220876,  0.05843839,  0.14484297, -0.27643578, -0.01332855, -0.17211355,  0.08900698,  0.34955896, -0.14133953, -0.03677076,  0.18458442, -0.11560039, -0.07483011, -0.09718004, -0.05480788, -0.09061380, -0.06414188,  0.07262729,  0.10609928, -0.01469066, -0.10881319,  0.05185725, -0.00158915,  0.08717421, -0.08828743,  0.15483172, -0.07612694, -0.11271536, -0.07330141,  0.11006247, -0.00580886, -0.04265982,  0.05636944,  0.05606633,  0.06404131, -0.05368908,  0.10464127,  0.10962636,  0.00245143, -0.08021267,  0.05405540,  0.05056686,  0.01935334,  0.10549695,  0.07738697,  0.06835526, -0.06766999, -0.04851476, -0.04745989,  0.09381380,  0.07220632,  0.02200128, -0.02439826, -0.11235643,  0.05497864,  0.12164414,  0.04206650,  0.02674419,  0.06057362, -0.02052842
 -0.11557777,  0.17306808, -0.22390691, -0.05195067,  0.21669251,  0.17895423, -0.23764894, -0.16942680,  0.19675940,  0.02618523, -0.04905953,  0.12927250,  0.20738980,  0.01689074,  0.21379887, -0.19572529,  0.06143277,  0.17271876,  0.09179963,  0.24925597, -0.27960254,  0.19446303,  0.05380857, -0.24898686,  0.05002870,  0.01340101, -0.07102714, -0.07660827, -0.06405283, -0.02050599,  0.01954322,  0.01842603,  0.15530890,  0.05621681, -0.07659660,  0.03616227,  0.06961655,  0.05320735, -0.14779370,  0.09914220, -0.00562729, -0.06934346, -0.08009029,  0.14734960,  0.03969881,  0.00531152,  0.01120557,  0.10073226,  0.13531005, -0.06276738,  0.04809891,  0.14575767,  0.03386674, -0.11771072,  0.03988980,  0.07708699,  0.00980618,  0.05259112,  0.02832576,  0.03005310, -0.02823423,  0.01245289, -0.02230036,  0.08953559,  0.05628405,  0.05741370,  0.02818859, -0.08387816,  0.03226487,  0.16272978,  0.04151973, -0.04841614,  0.05535995
 -0.11554959,  0.12601696, -0.24285382,  0.04799952,  0.28178560,  0.16873892, -0.18220283,  0.09551684,  0.18346216, -0.16643743, -0.04824004, -0.18531118,  0.14523165,  0.18054870, -0.16449823, -0.02819240,  0.08430113, -0.23582093,  0.22125490, -0.14119398,  0.12800431, -0.30647022, -0.11019231,  0.21754264,  0.02419717,  0.00144873,  0.07645856,  0.01088544, -0.07899113, -0.05490365, -0.02565251, -0.00205300, -0.06393775,  0.20671252, -0.02665285, -0.07759372, -0.01550491,  0.08145416, -0.00815695, -0.10764088,  0.06846623, -0.07189786, -0.04770332, -0.11879843,  0.14156092, -0.00885351, -0.09769739, -0.08566833,  0.02731820,  0.02678032, -0.07836490,  0.04020796,  0.07204096, -0.02912547, -0.16889130, -0.00025788, -0.02470022,  0.00606390,  0.01096143, -0.00405927, -0.03664822, -0.11970372, -0.01149737, -0.03276031,  0.05924252,  0.00684726,  0.01056172, -0.09310913, -0.15546185,  0.01905416,  0.09793673,  0.05592670, -0.12452742
 -0.11553799,  0.07783152, -0.25514847,  0.16031148,  0.27609620,  0.13687545, -0.03761558,  0.21595749, -0.06185083, -0.21981548, -0.06544925, -0.00961097, -0.25936225,  0.03013415, -0.02253911,  0.25936757,  0.13189273, -0.06214423, -0.30477314,  0.04935009,  0.04806770,  0.29866620,  0.13279379, -0.23818348, -0.08919009,  0.17814956,  0.02135178,  0.08125318, -0.02606316, -0.12013723, -0.02867432, -0.05219974,  0.02416608, -0.03783906,  0.16871180, -0.02868117, -0.07780143,  0.01496728,  0.04252431,  0.03305716, -0.13649333,  0.08805966, -0.08177444, -0.04484629, -0.11604911,  0.08972750, -0.01807125, -0.02916389, -0.03440109,  0.01196119,  0.04372217, -0.06050601,  0.04980846,  0.10628902, -0.00911468, -0.16055481, -0.01106385, -0.03033693, -0.00968079,  0.03425367, -0.02667643, -0.00224497, -0.10918491, -0.03913840, -0.05599585,  0.09269760,  0.02989175,  0.00068616, -0.05352848, -0.14143511,  0.03101648,  0.08978396,  0.02532187
 -0.11554552,  0.03085489, -0.26418136,  0.25631445,  0.21136894,  0.07972823,  0.10544819,  0.14814295, -0.29582780, -0.02550529,  0.11733745,  0.26091897, -0.03862364,  0.01088902,  0.12910444,  0.04270885, -0.17176720,  0.29979387,  0.13569743, -0.09637358, -0.17289622, -0.21089265, -0.14247153,  0.23962811,  0.10336536,  0.01978846,  0.12529539, -0.03756851,  0.07668576, -0.04919980, -0.08685585, -0.02960362,  0.00040122, -0.03365755, -0.02583533,  0.15411589,  0.02056352, -0.09634466,  0.01378933,  0.03505531,  0.07403470, -0.11742381,  0.03771137, -0.05304383, -0.07772191, -0.13098878,  0.14761544,  0.05758129, -0.01788135, -0.02229258,  0.02414547,  0.06585663, -0.03032175,  0.06478919,  0.12017098,  0.00924984, -0.11824903, -0.03762912, -0.01129505,  0.01230150,  0.04234367,  0.01784250, -0.00894703, -0.13157411, -0.03371806, -0.02678790,  0.09532513,  0.08156441,  0.03956044, -0.05918587, -0.13199988, -0.00422111,  0.15088231
 -0.11556492, -0.01071218, -0.26283556,  0.29332980,  0.08774890, -0.06141564,  0.22223768,  0.09916150, -0.16327979,  0.23998904,  0.04548024, -0.16806091,  0.24157881, -0.09636427, -0.16262139, -0.37845330, -0.24038385, -0.18790550, -0.07657612, -0.03487024,  0.20082775,  0.17396061,  0.22771274, -0.11253214,  0.07210716, -0.06149197,  0.05155997,  0.11251029, -0.03152755,  0.09327064,  0.02973085, -0.01147648, -0.11979300, -0.01458729, -0.01019242,  0.00480974,  0.13873030,  0.11689589, -0.03386575,  0.02762219,  0.02814874,  0.03135645, -0.06008879,  0.00641065, -0.08344059, -0.00756333, -0.07601895,  0.02557443, -0.00363360,  0.02483927,  0.02160364,  0.02411640,  0.01987501, -0.04019887,  0.01990235,  0.12039388,  0.00751063, -0.01543954,  0.02872650, -0.03848940, -0.03447432, -0.00550011,  0.03546545,  0.08372916, -0.08506615, -0.11151757, -0.05131343,  0.08728998,  0.04727168,  0.05346392, -0.04348576, -0.05058090,  0.00261304
 -0.11559815, -0.04799934, -0.25623393,  0.27465191, -0.05934087, -0.19170660,  0.22527653, -0.00026495,  0.17919395,  0.25539341, -0.19840226, -0.19290559, -0.13137407, -0.18740222, -0.05882559,  0.07850358,  0.36028068,  0.11260498,  0.01538029,  0.22948290, -0.20463023, -0.05622326, -0.24274989,  0.13571038, -0.18802432, -0.05434270, -0.14704870,  0.04509429,  0.15286298, -0.05418955,  0.02003028,  0.00402339,  0.00868391, -0.11170199,  0.00160876, -0.03890402, -0.00822981,  0.08097118,  0.07090566, -0.03770935,  0.03867389,  0.02085986, -0.00814997, -0.04959177,  0.03350887, -0.08245505, -0.05263002, -0.04864092,  0.08017782, -0.00464423, -0.01682331,  0.01713970,  0.02626340,  0.00007706, -0.02534668,  0.02987624,  0.11946325, -0.05371556, -0.06039163,  0.04453623,  0.00497741, -0.02709262, -0.01817249,  0.01441380,  0.04731529, -0.06254477, -0.08084591, -0.04847864,  0.08615134,  0.03724624,  0.03485207, -0.06526816, -0.05048981
 -0.11564659, -0.08138624, -0.24847120,  0.20714521, -0.19112286, -0.24848893,  0.10038849, -0.09212289,  0.31116146, -0.02127363, -0.01507939,  0.29199274, -0.07651800,  0.04669970,  0.26402331,  0.20610446, -0.05883097, -0.14620278,  0.24504933, -0.26073733,  0.16471776, -0.10712492,  0.17967749, -0.26184774,  0.09896219, -0.00119255, -0.02405833, -0.08893538,  0.08009350,  0.16223067, -0.04709566, -0.01022864,  0.02177625,  0.01542976, -0.12026641,  0.02104887, -0.01310370, -0.01981360,  0.08118437,  0.08969411, -0.06160117,  0.03489099,  0.00917489,  0.00985013, -0.03735426,  0.02618636, -0.07499508, -0.02549879, -0.03884259,  0.03142565, -0.01096027, -0.01464878,  0.03333806,  0.04022750,  0.03385943, -0.01824339,  0.02546212,  0.11569897, -0.05456907, -0.04343561,  0.05258280,  0.00715293, -0.04622444, -0.04960444,  0.00874325,  0.08295783, -0.05622730, -0.09495798, -0.04210633,  0.08056082,  0.04002252,  0.02215326, -0.05150895
